Environment,Speed,DelaySpread,NumPaths,Doppler,SNR,BER,Throughput,Runtime,Iterations
HighSpeed_Rail,350,5,9,5.51921357266378,0,0.240975215517241,1320703.125,1.8763536,3.23333333333333
HighSpeed_Rail,350,5,9,5.50799077349768,5,0.117569145114943,1535429.6875,1.8540843,3.56666666666667
HighSpeed_Rail,350,5,9,5.53464273170433,10,0.0168148347701149,1710742.1875,1.8232393,3.16666666666667
HighSpeed_Rail,350,5,9,5.52925005516787,15,0.00107309626436782,1738132.8125,1.4118601,2.3
HighSpeed_Rail,350,5,9,5.52506059218368,20,0,1740000,1.340915,2.03333333333333
HighSpeed_Rail,350,5,9,5.06403606679066,25,0,1740000,1.4344847,2
HighSpeed_Rail,350,5,9,5.50704715042126,30,0,1740000,1.35874,2
