frame,scenario_id,environment,snr_db,speed_kmph,ai_waveform,oracle_waveform,decision_correct,ACS,oracle_ACS,ACS_regret,BER,oracle_BER,BER_regret,relative_BER_regret
54,C,Pedestrian,19.1,7.8,OTFS,OTFS,1.0,0.980005143247453,0.980005143247453,0.0,0.0,0.0,0.0,
55,C,Pedestrian,19.96,8.7,OTFS,OTFS,1.0,0.980924746619813,0.980924746619813,0.0,0.0,0.0,0.0,
56,C,Pedestrian,21.01,5.7,OTFS,OTFS,1.0,0.980842971499087,0.980842971499087,0.0,0.0,0.0,0.0,
57,C,Pedestrian,22.13,6.6,OTFS,OTFS,1.0,0.981149860450856,0.981149860450856,0.0,0.0,0.0,0.0,
58,C,Pedestrian,22.95,7.6,OTFS,OTFS,1.0,0.988425493466343,0.988425493466343,0.0,0.0,0.0,0.0,
59,C,Pedestrian,22.71,4.6,OTFS,OTFS,1.0,0.983448108867959,0.983448108867959,0.0,0.0,0.0,0.0,
60,C,Pedestrian,22.31,5.5,OTFS,OTFS,1.0,0.988760811081926,0.988760811081926,0.0,0.0,0.0,0.0,
1,D,Urban,12.48,20.8,ODDM,OTFS,0.0,0.962357134550055,0.980492909965976,0.0181357754159208,0.0,0.0,0.0,
2,D,Urban,12.81,27.5,ODDM,OTFS,0.0,0.959216961633587,0.981936526095703,0.0227195644621159,0.0,0.0,0.0,
3,D,Urban,13.49,21.7,ODDM,OTFS,0.0,0.222159609947735,0.250206144333949,0.0280465343862137,0.0203125,0.0177083333333333,0.0026041666666666,0.147058823529412
4,D,Urban,14.48,38.3,ODDM,OTFS,0.0,0.247354119120557,0.281341482819954,0.0339873636993967,0.0098958333333333,0.0072916666666666,0.0026041666666666,0.357142857142857
5,D,Urban,15.69,27.1,OTFS,OTFS,1.0,0.263284298983877,0.263284298983877,0.0,0.0130208333333333,0.0098958333333333,0.003125,0.315789473684211
6,D,Urban,12.45,43.7,OTFS,OTFS,1.0,0.342865824897369,0.342865824897369,0.0,0.0015625,0.0015625,0.0,0.0
7,D,Urban,17.99,37.9,OTFS,OTFS,1.0,0.979975476581135,0.979975476581135,0.0,0.0,0.0,0.0,
8,D,Urban,17.95,44.6,OTFS,OTFS,1.0,0.978936475756921,0.978936475756921,0.0,0.0,0.0,0.0,
9,D,Highway,11.7,104.6,OTFS,OTFS,1.0,0.204980385104085,0.204980385104085,0.0,0.0966145833333333,0.0966145833333333,0.0,0.0
10,D,Highway,14.31,93.5,OTFS,OTFS,1.0,0.206204013130962,0.206204013130962,0.0,0.0927083333333333,0.0927083333333333,0.0,0.0
11,D,Highway,13.76,108.0,OTFS,OTFS,1.0,0.183828148232533,0.183828148232533,0.0,0.160677083333333,0.160677083333333,0.0,0.0
12,D,Highway,13.1,81.1,OTFS,OTFS,1.0,0.245151579492203,0.245151579492203,0.0,0.0325520833333333,0.0325520833333333,0.0,0.0
13,D,Highway,12.31,95.6,OTFS,OTFS,1.0,0.189508507332404,0.189508507332404,0.0,0.101041666666667,0.101041666666667,0.0,0.0
14,D,Highway,11.62,84.6,OTFS,OTFS,1.0,0.150889586497468,0.150889586497468,0.0,0.191145833333333,0.191145833333333,0.0,0.0
15,D,Pedestrian,18.9,4.7,OTFS,OTFS,1.0,0.980951862182263,0.980951862182263,0.0,0.0,0.0,0.0,
16,D,Pedestrian,17.46,2.2,OTFS,OTFS,1.0,0.983856489359463,0.983856489359463,0.0,0.0,0.0,0.0,
17,D,Pedestrian,15.92,2.6,OTFS,ODDM,0.0,0.362469788651403,0.963634479800255,0.601164691148852,0.0010416666666666,0.0,0.0010416666666666,
18,D,Pedestrian,14.76,3.1,OTFS,OTFS,1.0,0.981722405020382,0.981722405020382,0.0,0.0,0.0,0.0,
19,D,Pedestrian,14.11,0.6,OTFS,OTFS,1.0,0.988747557998204,0.988747557998204,0.0,0.0,0.0,0.0,
20,D,HighSpeedRail,2.05,178.4,OTFS,OTFS,1.0,0.152130956041477,0.152130956041477,0.0,0.287326388888889,0.287326388888889,0.0,0.0
21,D,HighSpeedRail,-2.15,229.9,OTFS,ODDM,0.0,0.115765624458063,0.121780955012529,0.006015330554466,0.450694444444444,0.442708333333333,0.0079861111111111,0.0180392156862746
22,D,HighSpeedRail,3.62,218.4,OTFS,OTFS,1.0,0.138027153183344,0.138027153183344,0.0,0.412152777777778,0.412152777777778,0.0,0.0
23,D,HighSpeedRail,5.08,206.9,OTFS,OTFS,1.0,0.161371275133915,0.161371275133915,0.0,0.331597222222222,0.331597222222222,0.0,0.0
24,D,HighSpeedRail,6.55,258.5,OTFS,OTFS,1.0,0.14318811892653,0.14318811892653,0.0,0.375868055555556,0.375868055555556,0.0,0.0
25,D,HighSpeedRail,7.25,310.0,OTFS,OTFS,1.0,0.186227123386385,0.186227123386385,0.0,0.236805555555556,0.236805555555556,0.0,0.0
26,D,HighSpeedRail,8.0,298.5,OTFS,OTFS,1.0,0.18295537102197,0.18295537102197,0.0,0.225694444444444,0.225694444444444,0.0,0.0
27,D,HighSpeedRail,8.75,287.1,OTFS,OTFS,1.0,0.161990540191008,0.161990540191008,0.0,0.235243055555556,0.235243055555556,0.0,0.0
28,D,HighSpeedRail,9.45,338.6,OTFS,OTFS,1.0,0.149703264343169,0.149703264343169,0.0,0.286284722222222,0.286284722222222,0.0,0.0
29,D,Urban,17.05,42.8,OTFS,OTFS,1.0,0.175441581707505,0.175441581707505,0.0,0.13671875,0.13671875,0.0,0.0
30,D,Urban,17.53,51.7,OTFS,OTFS,1.0,0.23478058194033,0.23478058194033,0.0,0.0356770833333333,0.0356770833333333,0.0,0.0
31,D,Urban,17.85,54.1,OTFS,OTFS,1.0,0.348744396309826,0.348744396309826,0.0,0.0010416666666666,0.0010416666666666,0.0,0.0
32,D,Urban,17.99,50.0,OTFS,OTFS,1.0,0.368198512979109,0.368198512979109,0.0,0.0005208333333333,0.0005208333333333,0.0,0.0
33,D,Urban,17.17,46.0,OTFS,OTFS,1.0,0.354644218413496,0.354644218413496,0.0,0.0020833333333333,0.0020833333333333,0.0,0.0
34,D,Urban,15.95,48.4,OTFS,OTFS,1.0,0.979743454766257,0.979743454766257,0.0,0.0,0.0,0.0,
35,D,Urban,14.79,57.3,OTFS,ODDM,0.0,0.118839123570898,0.123176833240961,0.0043377096700629,0.359635416666667,0.359635416666667,0.0,0.0
36,D,Highway,10.82,127.5,OTFS,OTFS,1.0,0.161266474662588,0.161266474662588,0.0,0.2078125,0.2078125,0.0,0.0
37,D,Highway,10.15,115.1,OTFS,OTFS,1.0,0.145966402082887,0.145966402082887,0.0,0.336458333333333,0.336458333333333,0.0,0.0
38,D,Highway,9.8,102.8,OTFS,OTFS,1.0,0.178405970975705,0.178405970975705,0.0,0.213715277777778,0.213715277777778,0.0,0.0
39,D,Highway,9.78,90.4,OTFS,OTFS,1.0,0.155526763668882,0.155526763668882,0.0,0.270486111111111,0.270486111111111,0.0,0.0
40,D,Highway,10.03,78.0,OTFS,OTFS,1.0,0.144543460303376,0.144543460303376,0.0,0.302777777777778,0.302777777777778,0.0,0.0
41,D,Pedestrian,18.24,9.7,OTFS,OTFS,1.0,0.980108366113747,0.980108366113747,0.0,0.0,0.0,0.0,
42,D,Pedestrian,17.69,10.0,OTFS,OTFS,1.0,0.989459416149751,0.989459416149751,0.0,0.0,0.0,0.0,
43,D,Pedestrian,17.29,8.3,OTFS,OTFS,1.0,0.981978380531515,0.981978380531515,0.0,0.0,0.0,0.0,
44,D,Pedestrian,17.05,5.4,OTFS,OTFS,1.0,0.978264210006994,0.978264210006994,0.0,0.0,0.0,0.0,
45,D,Pedestrian,17.01,3.8,OTFS,OTFS,1.0,0.370805300389785,0.370805300389785,0.0,0.0005208333333333,0.0005208333333333,0.0,0.0
46,D,Pedestrian,17.15,4.1,OTFS,OTFS,1.0,0.983523352273634,0.983523352273634,0.0,0.0,0.0,0.0,
47,D,Urban,12.47,21.5,ODDM,OTFS,0.0,0.95531386830181,0.98782211659921,0.0325082482973993,0.0,0.0,0.0,
48,D,Urban,12.95,24.7,ODDM,OTFS,0.0,0.959010490409451,0.97730809897311,0.0182976085636595,0.0,0.0,0.0,
49,D,Urban,13.55,27.1,ODDM,OTFS,0.0,0.220540921648912,0.26522205342289,0.0446811317739771,0.021875,0.0119791666666667,0.0098958333333333,0.826086956521739
50,D,Urban,13.48,28.1,ODDM,OTFS,0.0,0.956545486177181,0.981011223244789,0.0244657370676078,0.0,0.0,0.0,
51,D,Urban,13.23,27.4,OTFS,OTFS,1.0,0.980271434937727,0.980271434937727,0.0,0.0,0.0,0.0,
52,D,Urban,13.22,25.0,OTFS,OTFS,1.0,0.199626969655081,0.199626969655081,0.0,0.0588541666666667,0.0494791666666667,0.009375,0.189473684210526
53,D,Urban,13.51,21.6,OTFS,OTFS,1.0,0.979458944151639,0.979458944151639,0.0,0.0,0.0,0.0,
54,D,Urban,14.1,17.7,OTFS,OTFS,1.0,0.979256738524408,0.979256738524408,0.0,0.0,0.0,0.0,
55,D,Urban,14.96,14.2,OTFS,OTFS,1.0,0.291564988803418,0.291564988803418,0.0,0.0088541666666666,0.0088541666666666,0.0,0.0
56,D,Urban,10.35,11.9,ODDM,ODDM,1.0,0.966003850699172,0.966003850699172,0.0,0.0,0.0,0.0,
57,D,Urban,14.28,11.2,ODDM,OTFS,0.0,0.965351615837947,0.987619421728712,0.022267805890765,0.0,0.0,0.0,
58,D,Urban,17.95,12.2,ODDM,OTFS,0.0,0.963618366190873,0.988721959605862,0.0251035934149886,0.0,0.0,0.0,
59,D,Urban,17.71,14.6,ODDM,OTFS,0.0,0.963688557524718,0.98813835297034,0.0244497954456224,0.0,0.0,0.0,
60,D,Urban,17.31,17.8,OTFS,OTFS,1.0,0.989459081167381,0.989459081167381,0.0,0.0,0.0,0.0,
1,E,Urban,13.0,11.0,OTFS,ODDM,0.0,0.896419046215645,0.909899191238352,0.0134801450227069,0.0,0.0,0.0,
2,E,Urban,13.0,11.0,OTFS,OTFS,1.0,0.934392697883199,0.934392697883199,0.0,0.0,0.0,0.0,
3,E,Urban,13.0,11.0,OTFS,OTFS,1.0,0.168574104411503,0.168574104411503,0.0,0.0557291666666667,0.0557291666666667,0.0,0.0
4,E,Urban,9.0,11.0,ODDM,OTFS,0.0,0.13896336361583,0.196088974263119,0.057125610647289,0.0473958333333333,0.0354166666666667,0.0119791666666667,0.338235294117647
5,E,Urban,9.0,11.0,ODDM,OTFS,0.0,0.102529250540296,0.131548799918584,0.0290195493782885,0.134375,0.1328125,0.0015624999999999,0.0117647058823529
6,E,Urban,9.0,11.0,ODDM,OTFS,0.0,0.907582286518752,0.951848113066408,0.0442658265476565,0.0,0.0,0.0,
7,E,Urban,13.0,15.0,ODDM,OTFS,0.0,0.251069369896658,0.945221316224316,0.694151946327658,0.0020833333333333,0.0,0.0020833333333333,
8,E,Urban,13.0,15.0,OTFS,OTFS,1.0,0.184091958269478,0.184091958269478,0.0,0.0296875,0.0296875,0.0,0.0
9,E,Urban,13.0,15.0,OTFS,OTFS,1.0,0.952024737825227,0.952024737825227,0.0,0.0,0.0,0.0,
10,E,Urban,9.0,15.0,OTFS,OTFS,1.0,0.187795430083817,0.187795430083817,0.0,0.0265625,0.0265625,0.0,0.0
11,E,Urban,9.0,15.0,OTFS,OTFS,1.0,0.12162606872982,0.12162606872982,0.0,0.191145833333333,0.1734375,0.0177083333333333,0.102102102102102
12,E,Urban,9.0,15.0,ODDM,OTFS,0.0,0.260262581884632,0.30022793127306,0.0399653493884279,0.0026041666666666,0.0026041666666666,0.0,0.0
13,E,Urban,13.0,19.0,ODDM,OTFS,0.0,0.150801456703116,0.202239917299065,0.0514384605959493,0.0375,0.0203125,0.0171875,0.846153846153846
14,E,Urban,13.0,19.0,ODDM,OTFS,0.0,0.152517740038823,0.198406954668118,0.0458892146292944,0.0317708333333333,0.0239583333333333,0.0078125,0.326086956521739
15,E,Urban,13.0,19.0,ODDM,OTFS,0.0,0.907581137332994,0.957710338862406,0.0501292015294124,0.0,0.0,0.0,
16,E,Urban,9.0,19.0,ODDM,OTFS,0.0,0.158958169339137,0.192285147843962,0.0333269785048251,0.0302083333333333,0.0302083333333333,0.0,0.0
17,E,Urban,9.0,19.0,ODDM,OTFS,0.0,0.178875070558607,0.2112748312405,0.0323997606818927,0.0203125,0.0177083333333333,0.0026041666666666,0.147058823529412
18,E,Urban,9.0,19.0,ODDM,OTFS,0.0,0.179429495618328,0.22930110241202,0.0498716067936922,0.01875,0.0177083333333333,0.0010416666666666,0.0588235294117647
19,E,Urban,13.0,23.0,OTFS,OTFS,1.0,0.948588318153952,0.948588318153952,0.0,0.0,0.0,0.0,
20,E,Urban,13.0,23.0,OTFS,OTFS,1.0,0.949592134666298,0.949592134666298,0.0,0.0,0.0,0.0,
21,E,Urban,13.0,23.0,OTFS,OTFS,1.0,0.263002378514997,0.263002378514997,0.0,0.0072916666666666,0.00625,0.0010416666666666,0.166666666666667
22,E,Urban,9.0,23.0,OTFS,OTFS,1.0,0.279201301493916,0.279201301493916,0.0,0.0052083333333333,0.0036458333333333,0.0015625,0.428571428571428
23,E,Urban,9.0,23.0,ODDM,ODDM,1.0,0.907430989900337,0.907430989900337,0.0,0.0,0.0,0.0,
24,E,Urban,9.0,23.0,ODDM,OTFS,0.0,0.141384430892056,0.170644150291995,0.0292597193999395,0.0588541666666667,0.0546875,0.0041666666666666,0.0761904761904762
1,F,UrbanFast,12.48,20.2,OTFS,OTFS,1.0,0.267815743819257,0.267815743819257,0.0,0.0026939655172413,0.0026939655172413,0.0,0.0
2,F,UrbanFast,12.81,27.0,OTFS,OTFS,1.0,0.965597035648546,0.965597035648546,0.0,0.0,0.0,0.0,
3,F,UrbanFast,13.49,21.6,OTFS,OTFS,1.0,0.212643263154501,0.212643263154501,0.0,0.0317887931034483,0.0317887931034483,0.0,0.0
4,F,UrbanFast,14.48,11.9,OTFS,OTFS,1.0,0.277144529962628,0.277144529962628,0.0,0.0086206896551724,0.0064655172413793,0.0021551724137931,0.333333333333333
5,F,UrbanFast,15.69,13.0,OTFS,OTFS,1.0,0.339347770816023,0.339347770816023,0.0,0.0016163793103448,0.0016163793103448,0.0,0.0
6,F,UrbanFast,16.98,22.0,OTFS,OTFS,1.0,0.975895894762769,0.975895894762769,0.0,0.0,0.0,0.0,
7,F,UrbanFast,17.99,23.1,OTFS,OTFS,1.0,0.979827064682965,0.979827064682965,0.0,0.0,0.0,0.0,
8,F,UrbanFast,17.95,13.4,OTFS,OTFS,1.0,0.979053974872364,0.979053974872364,0.0,0.0,0.0,0.0,
9,F,UrbanFast,17.71,10.0,OTFS,OTFS,1.0,0.978222563706687,0.978222563706687,0.0,0.0,0.0,0.0,
10,F,UrbanFast,17.31,14.8,OTFS,OTFS,1.0,0.976425315701181,0.976425315701181,0.0,0.0,0.0,0.0,
11,F,Urban,16.76,21.1,OTFS,OTFS,1.0,0.17057703963993,0.17057703963993,0.0,0.145833333333333,0.145833333333333,0.0,0.0
12,F,Urban,16.1,23.7,OTFS,OTFS,1.0,0.334355165546131,0.334355165546131,0.0,0.0028645833333333,0.0028645833333333,0.0,0.0
13,F,Urban,15.38,13.9,OTFS,OTFS,1.0,0.17862198701769,0.17862198701769,0.0,0.09765625,0.09765625,0.0,0.0
14,F,Urban,14.62,26.4,OTFS,OTFS,1.0,0.192829251374525,0.192829251374525,0.0,0.138020833333333,0.138020833333333,0.0,0.0
15,F,Urban,13.9,11.0,OTFS,OTFS,1.0,0.311368072115042,0.311368072115042,0.0,0.0052083333333333,0.0052083333333333,0.0,0.0
16,F,Urban,12.46,23.5,OTFS,OTFS,1.0,0.183378125770602,0.183378125770602,0.0,0.108333333333333,0.108333333333333,0.0,0.0
17,F,Urban,10.92,13.7,OTFS,OTFS,1.0,0.206326772815646,0.206326772815646,0.0,0.0856770833333333,0.0856770833333333,0.0,0.0
18,F,Urban,9.76,16.2,OTFS,OTFS,1.0,0.181125225172688,0.181125225172688,0.0,0.10703125,0.10703125,0.0,0.0
19,F,UrbanFast,9.11,58.5,OTFS,OTFS,1.0,0.340657017028344,0.340657017028344,0.0,0.0016163793103448,0.0016163793103448,0.0,0.0
20,F,UrbanFast,9.05,56.0,OTFS,OTFS,1.0,0.980140937852212,0.980140937852212,0.0,0.0,0.0,0.0,
21,F,UrbanFast,9.57,43.5,OTFS,OTFS,1.0,0.260756755928103,0.260756755928103,0.0,0.015625,0.015625,0.0,0.0
22,F,UrbanFast,10.62,25.0,OTFS,OTFS,1.0,0.358828004533402,0.358828004533402,0.0,0.0010775862068965,0.0010775862068965,0.0,0.0
23,F,UrbanFast,12.08,12.6,OTFS,OTFS,1.0,0.976517729473822,0.976517729473822,0.0,0.0,0.0,0.0,
24,F,UrbanFast,13.55,10.0,OTFS,OTFS,1.0,0.323949111764038,0.323949111764038,0.0,0.0021551724137931,0.0021551724137931,0.0,0.0
1,G,HighSpeedRail,5.48,339.2,OTFS,ODDM,0.0,0.155876531561811,0.174762126599795,0.0188855950379843,0.0942708333333333,0.0677083333333333,0.0265625,0.392307692307692
2,G,HighSpeedRail,5.81,350.0,OTFS,ODDM,0.0,0.187175245080175,0.192192949567037,0.0050177044868614,0.0854166666666667,0.0453125,0.0401041666666667,0.885057471264368
3,G,HighSpeedRail,6.49,340.8,OTFS,ODDM,0.0,0.147447395614684,0.153950282919674,0.00650288730499,0.160416666666667,0.0942708333333333,0.0661458333333333,0.701657458563536
4,G,HighSpeedRail,7.48,300.8,OTFS,OTFS,1.0,0.187089779025344,0.187089779025344,0.0,0.06875,0.065625,0.003125,0.0476190476190477
5,G,HighSpeedRail,8.69,312.6,OTFS,OTFS,1.0,0.186676692574238,0.186676692574238,0.0,0.0651041666666667,0.0651041666666667,0.0,0.0
6,G,HighSpeedRail,9.98,350.0,OTFS,ODDM,0.0,0.316458483422005,0.339959873106861,0.0235013896848558,0.003125,0.0010416666666666,0.0020833333333333,2.0
7,G,HighSpeedRail,10.99,342.2,OTFS,OTFS,1.0,0.977347673101409,0.977347673101409,0.0,0.0,0.0,0.0,
8,G,HighSpeedRail,10.95,297.4,OTFS,OTFS,1.0,0.254038768571158,0.254038768571158,0.0,0.0161458333333333,0.0104166666666667,0.0057291666666666,0.55
9,G,HighSpeedRail,10.71,289.4,OTFS,ODDM,0.0,0.255555954635831,0.259271174328101,0.0037152196922696,0.0171875,0.009375,0.0078125,0.833333333333334
10,G,HighSpeedRail,10.31,327.0,OTFS,OTFS,1.0,0.979918457289587,0.979918457289587,0.0,0.0,0.0,0.0,
11,G,HighSpeedRail,9.76,338.8,OTFS,OTFS,1.0,0.191300001340877,0.191300001340877,0.0,0.0885416666666667,0.0875,0.0010416666666666,0.011904761904762
12,G,HighSpeedRail,9.1,298.9,OTFS,ODDM,0.0,0.231316117737505,0.243704787337221,0.0123886695997157,0.03125,0.0140625,0.0171875,1.22222222222222
13,G,HighSpeedRail,8.38,272.2,OTFS,ODDM,0.0,0.155057077625573,0.173001549004558,0.0179444713789849,0.110416666666667,0.0744791666666667,0.0359375,0.482517482517482
14,G,HighSpeedRail,7.62,300.5,OTFS,OTFS,1.0,0.159183897680721,0.159183897680721,0.0,0.200520833333333,0.152604166666667,0.0479166666666667,0.313993174061433
15,G,HighSpeedRail,6.9,239.0,OTFS,OTFS,1.0,0.195687994688143,0.195687994688143,0.0,0.0703125,0.0578125,0.0125,0.216216216216216
16,G,HighSpeedRail,5.46,275.5,OTFS,OTFS,1.0,0.138471935764423,0.138471935764423,0.0,0.257291666666667,0.204166666666667,0.053125,0.260204081632653
17,G,HighSpeedRail,3.92,230.1,OTFS,ODDM,0.0,0.15252181349543,0.158065696779164,0.0055438832837342,0.171875,0.1171875,0.0546875,0.466666666666667
18,G,HighSpeedRail,2.76,266.5,OTFS,OTFS,1.0,0.149844434814888,0.149844434814888,0.0,0.2234375,0.194270833333333,0.0291666666666667,0.150134048257373
19,G,HighSpeedRail,2.11,303.0,OTFS,OTFS,1.0,0.16497211382844,0.16497211382844,0.0,0.1390625,0.133333333333333,0.0057291666666666,0.0429687500000001
20,G,HighSpeedRail,2.05,257.6,OTFS,OTFS,1.0,0.205297025227457,0.205297025227457,0.0,0.0515625,0.0401041666666667,0.0114583333333333,0.285714285714286
21,G,HighSpeedRail,2.57,294.1,OTFS,OTFS,1.0,0.140766530233142,0.140766530233142,0.0,0.2546875,0.206770833333333,0.0479166666666667,0.231738035264484
22,G,HighSpeedRail,3.62,330.5,OTFS,OTFS,1.0,0.154494751647229,0.154494751647229,0.0,0.205729166666667,0.159375,0.0463541666666667,0.290849673202614
23,G,HighSpeedRail,5.08,285.1,OTFS,OTFS,1.0,0.195552646036116,0.195552646036116,0.0,0.0697916666666667,0.0572916666666667,0.0125,0.218181818181818
24,G,HighSpeedRail,6.55,321.6,OTFS,OTFS,1.0,0.166593550507275,0.166593550507275,0.0,0.142708333333333,0.0932291666666667,0.0494791666666667,0.53072625698324
1,H,Pedestrian,16.0,3.0,OTFS,OTFS,1.0,0.971421561458931,0.971421561458931,0.0,0.0,0.0,0.0,
2,H,Pedestrian,16.0,3.0,OTFS,OTFS,1.0,0.979720712505268,0.979720712505268,0.0,0.0,0.0,0.0,
3,H,Pedestrian,16.0,3.0,OTFS,OTFS,1.0,0.97811854866376,0.97811854866376,0.0,0.0,0.0,0.0,
4,H,Pedestrian,16.0,3.0,OTFS,OTFS,1.0,0.980394945837871,0.980394945837871,0.0,0.0,0.0,0.0,
5,H,Pedestrian,16.0,3.0,OTFS,OTFS,1.0,0.208424403247882,0.208424403247882,0.0,0.0510416666666667,0.0510416666666667,0.0,0.0
6,H,Pedestrian,16.0,3.0,OTFS,OTFS,1.0,0.978781194730094,0.978781194730094,0.0,0.0,0.0,0.0,
7,H,Pedestrian,9.0,6.0,OTFS,OTFS,1.0,0.165542745071722,0.165542745071722,0.0,0.154166666666667,0.154166666666667,0.0,0.0
8,H,Pedestrian,9.0,6.0,OTFS,OTFS,1.0,0.229334660866359,0.229334660866359,0.0,0.0354166666666667,0.0354166666666667,0.0,0.0
9,H,Pedestrian,9.0,6.0,OTFS,OTFS,1.0,0.266203387875952,0.266203387875952,0.0,0.0119791666666667,0.0119791666666667,0.0,0.0
10,H,Pedestrian,9.0,6.0,OTFS,OTFS,1.0,0.230293498781678,0.230293498781678,0.0,0.028125,0.0276041666666667,0.0005208333333333,0.0188679245283019
11,H,Pedestrian,9.0,6.0,OTFS,OTFS,1.0,0.226666139640858,0.226666139640858,0.0,0.034375,0.0255208333333333,0.0088541666666666,0.346938775510204
12,H,Pedestrian,9.0,6.0,OTFS,OTFS,1.0,0.376370970426902,0.376370970426902,0.0,0.0005208333333333,0.0005208333333333,0.0,0.0
13,H,Pedestrian,4.0,9.0,OTFS,OTFS,1.0,0.180485738038003,0.180485738038003,0.0,0.140625,0.136458333333333,0.0041666666666666,0.0305343511450383
14,H,Pedestrian,4.0,9.0,OTFS,OTFS,1.0,0.179081692038008,0.179081692038008,0.0,0.109895833333333,0.109895833333333,0.0,0.0
15,H,Pedestrian,4.0,9.0,OTFS,OTFS,1.0,0.177947849289601,0.177947849289601,0.0,0.0984375,0.0984375,0.0,0.0
16,H,Pedestrian,4.0,9.0,OTFS,OTFS,1.0,0.232324742172498,0.232324742172498,0.0,0.0302083333333333,0.0302083333333333,0.0,0.0
17,H,Pedestrian,4.0,9.0,OTFS,OTFS,1.0,0.155214723007109,0.155214723007109,0.0,0.2140625,0.2140625,0.0,0.0
18,H,Pedestrian,4.0,9.0,OTFS,OTFS,1.0,0.197986125286874,0.197986125286874,0.0,0.0890625,0.0890625,0.0,0.0
19,H,Highway,8.0,90.0,OTFS,OTFS,1.0,0.3164888986714,0.3164888986714,0.0,0.003125,0.003125,0.0,0.0
20,H,Highway,8.0,90.0,OTFS,OTFS,1.0,0.977959705850452,0.977959705850452,0.0,0.0,0.0,0.0,
21,H,Highway,8.0,90.0,OTFS,OTFS,1.0,0.210365320588333,0.210365320588333,0.0,0.0458333333333333,0.0369791666666667,0.0088541666666666,0.23943661971831
22,H,Highway,8.0,90.0,OTFS,OTFS,1.0,0.172553277605275,0.172553277605275,0.0,0.136979166666667,0.0942708333333333,0.0427083333333333,0.453038674033149
23,H,Highway,8.0,90.0,OTFS,OTFS,1.0,0.232370097539713,0.232370097539713,0.0,0.0302083333333333,0.0265625,0.0036458333333333,0.137254901960784
24,H,Highway,8.0,90.0,OTFS,OTFS,1.0,0.173433663240429,0.173433663240429,0.0,0.100520833333333,0.0932291666666667,0.0072916666666666,0.0782122905027933
25,H,Highway,5.0,130.0,OTFS,OTFS,1.0,0.224166248308856,0.224166248308856,0.0,0.034375,0.034375,0.0,0.0
26,H,Highway,5.0,130.0,OTFS,OTFS,1.0,0.268846743245656,0.268846743245656,0.0,0.0114583333333333,0.0088541666666666,0.0026041666666666,0.294117647058823
27,H,Highway,5.0,130.0,OTFS,OTFS,1.0,0.196365966665379,0.196365966665379,0.0,0.0739583333333333,0.04375,0.0302083333333333,0.690476190476191
28,H,Highway,5.0,130.0,OTFS,OTFS,1.0,0.156417489971812,0.156417489971812,0.0,0.160416666666667,0.1515625,0.0088541666666666,0.0584192439862545
29,H,Highway,5.0,130.0,OTFS,OTFS,1.0,0.145586227372841,0.145586227372841,0.0,0.2546875,0.192708333333333,0.0619791666666667,0.321621621621622
30,H,Highway,5.0,130.0,OTFS,OTFS,1.0,0.157055925234286,0.157055925234286,0.0,0.1890625,0.122395833333333,0.0666666666666667,0.54468085106383
1,I,Urban,12.48,58.4,OTFS,OTFS,1.0,0.223453622406801,0.223453622406801,0.0,0.0434895833333333,0.0434895833333333,0.0,0.0
2,I,Urban,12.81,60.0,OTFS,OTFS,1.0,0.364894691176177,0.364894691176177,0.0,0.0010416666666666,0.0010416666666666,0.0,0.0
3,I,Urban,13.49,60.0,OTFS,OTFS,1.0,0.190403585811584,0.190403585811584,0.0,0.10390625,0.10390625,0.0,0.0
4,I,Urban,14.48,60.0,OTFS,OTFS,1.0,0.176120950242192,0.176120950242192,0.0,0.132291666666667,0.132291666666667,0.0,0.0
5,I,Urban,15.69,59.7,OTFS,OTFS,1.0,0.188835013597452,0.188835013597452,0.0,0.128125,0.128125,0.0,0.0
6,I,Urban,16.98,55.1,OTFS,OTFS,1.0,0.298170064056803,0.298170064056803,0.0,0.0083333333333333,0.0083333333333333,0.0,0.0
7,I,Urban,17.99,49.8,OTFS,OTFS,1.0,0.350471528029891,0.350471528029891,0.0,0.0015625,0.0015625,0.0,0.0
8,I,Urban,17.95,45.2,OTFS,OTFS,1.0,0.193338136629729,0.193338136629729,0.0,0.0606770833333333,0.0606770833333333,0.0,0.0
9,I,Urban,17.71,42.3,OTFS,OTFS,1.0,0.334857504983027,0.334857504983027,0.0,0.0028645833333333,0.0028645833333333,0.0,0.0
10,I,Urban,17.31,41.9,OTFS,OTFS,1.0,0.185964900646526,0.185964900646526,0.0,0.0942708333333333,0.0942708333333333,0.0,0.0
11,I,Urban,16.76,43.6,OTFS,OTFS,1.0,0.184802850830662,0.184802850830662,0.0,0.13125,0.13125,0.0,0.0
12,I,Urban,16.1,46.5,OTFS,OTFS,1.0,0.238561806232271,0.238561806232271,0.0,0.0395833333333333,0.0395833333333333,0.0,0.0
13,I,Urban,15.38,51.0,OTFS,OTFS,1.0,0.192430026128452,0.192430026128452,0.0,0.0640625,0.0640625,0.0,0.0
14,I,Urban,14.62,55.4,OTFS,OTFS,1.0,0.180608305337622,0.180608305337622,0.0,0.134635416666667,0.134635416666667,0.0,0.0
15,I,Urban,13.9,58.5,OTFS,OTFS,1.0,0.355123307135765,0.355123307135765,0.0,0.0013020833333333,0.0013020833333333,0.0,0.0
16,I,Urban,12.46,59.4,OTFS,OTFS,1.0,0.163296369885996,0.163296369885996,0.0,0.164322916666667,0.164322916666667,0.0,0.0
