frame,timestamp,t_sim_s,scenario_id,environment,speed_kmph,snr_db,doppler_hz,carrier_frequency_hz,bandwidth_hz,channel_profile,delay_spread_taps,num_paths,modulation,doppler_scale,detector,waveform,strategy,mode,policy,scenario_seed,payload_seed,channel_seed,noise_seed,payload_sum,chan_checksum,frequency_offset_hz,phase_offset_rad,timing_offset_samples,predicted_waveform,confidence,confidence_band,predicted_OTFS_BER,predicted_ODDM_BER,predicted_OTFS_ACS,predicted_ODDM_ACS,predicted_OTFS_throughput,predicted_ODDM_throughput,predicted_OTFS_CQI,predicted_ODDM_CQI,uncertainty_ACS_OTFS,uncertainty_ACS_ODDM,selected_waveform,previous_waveform,switched,switch_reason,ai_error,fallback_used,fallback_reason,BER,SER,PER,throughput_bps,spectral_efficiency,CQI,wall_clock_ms,detector_time_ms,latency_ms_modeled,packet_loss,recovery_rate,ACS,tp_cap_bps,se_cap,actual_BER_OTFS,actual_ACS_OTFS,actual_BER_ODDM,actual_ACS_ODDM,actual_TP_OTFS,actual_TP_ODDM,oracle_waveform,oracle_BER,oracle_ACS,ACS_regret,BER_regret,relative_BER_regret,decision_correct,error_flag,error_message,master_seed,policy_version,experiment_id,modulation_label
20,2026-08-25 16:03:25,19,A,Urban,11.5,9.05,42.622078830875,4000000000,480000,EVA,1,9,4,1.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260843,202608250,100020,966,3.19301398918425,0,0,0,,,,,,,,,,,,,,,ODDM,0,,,0,,0.0,0.0,0,900000.0,1.875,15,44.5556,38.0542,,0,1,0.976423505838167,900000.0,2,0.0,0.976423505838167,0.0,0.961081670199167,900000,898245.614035088,OTFS,0.0,0.976423505838167,0.0,0.0,,,0,,20260823.0,phase3,A_oracle_20260823.0,QPSK
21,2026-08-25 16:03:28,20,A,Highway,107.2,6.57,794.623800116487,4000000000,480000,EVA,1,9,4,2.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260844,202608251,100021,988,1.30845158638384,0,0,0,,,,,,,,,,,,,,,ODDM,0,,,0,,0.078125,0.148958333333333,1,0.0,0.0,6,43.8003,34.4987,,1,0,0.190290124631171,900000.0,2,0.078125,0.190290124631171,0.0755208333333333,0.168787394439827,0,0.0,OTFS,0.0755208333333333,0.190290124631171,0.0,0.0026041666666666,0.0344827586206897,,0,,20260823.0,phase3,A_oracle_20260823.0,QPSK
22,2026-08-25 16:03:31,21,A,Highway,114.9,7.62,851.700323072615,4000000000,480000,EVA,1,9,4,2.0,LMMSE,ODDM,oracle,FULL,phase3,20260823,20260845,202608252,100022,952,2.51580701070144,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0765625,0.147916666666667,1,0.0,0.0,6,103.9985,83.7004,,1,0,0.172302510267531,898245.614035088,2,0.123958333333333,0.168574055230538,0.0765625,0.172302510267531,0,0.0,ODDM,0.0765625,0.172302510267531,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,QPSK
23,2026-08-25 16:03:35,22,A,Highway,117.7,9.08,872.455422329389,4000000000,480000,EVA,1,9,4,2.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260846,202608253,100023,958,2.66360529894389,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0119791666666667,0.0239583333333333,1,0.0,0.0,10,27.0111,20.271,,1,0,0.270426777389735,900000.0,2,0.0119791666666667,0.270426777389735,0.0125,0.244409195136645,0,0.0,OTFS,0.0119791666666667,0.270426777389735,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,QPSK
24,2026-08-25 16:03:38,23,A,Highway,113.5,10.55,841.322773444228,4000000000,480000,EVA,1,9,4,2.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260847,202608254,100024,961,1.68004305438891,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0432291666666667,0.0854166666666667,1,0.0,0.0,7,59.5387,52.5341,,1,0,0.203742154630527,900000.0,2,0.0432291666666667,0.203742154630527,0.0432291666666667,0.183567072243711,0,0.0,OTFS,0.0432291666666667,0.203742154630527,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,QPSK
25,2026-08-25 16:03:41,24,A,Highway,104.2,11.25,772.386193769943,4000000000,480000,EVA,1,9,4,2.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260848,202608255,100025,965,2.61523557842617,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0,0.0,0,900000.0,1.875,15,22.8189,15.7443,,0,1,0.986179730540268,900000.0,2,0.0,0.986179730540268,0.0,0.953216180005156,900000,898245.614035088,OTFS,0.0,0.986179730540268,0.0,0.0,,,0,,20260823.0,phase3,A_oracle_20260823.0,QPSK
26,2026-08-25 16:03:44,25,A,Highway,95.0,12.0,704.190867640543,4000000000,480000,EVA,1,9,4,2.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260849,202608256,100026,947,2.93984204540019,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0,0.0,0,900000.0,1.875,15,24.6166,17.3213,,0,1,0.985453787904977,900000.0,2,0.0,0.985453787904977,0.0,0.951667979002309,900000,898245.614035088,OTFS,0.0,0.985453787904977,0.0,0.0,,,0,,20260823.0,phase3,A_oracle_20260823.0,QPSK
27,2026-08-25 16:03:48,26,A,Highway,90.8,12.75,673.058218755382,4000000000,480000,EVA,1,9,4,2.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260850,202608257,100027,943,2.45463473298808,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0010416666666666,0.0020833333333333,1,0.0,0.0,15,24.7998,15.6542,,1,0,0.366732680891252,900000.0,2,0.0010416666666666,0.366732680891252,0.0015625,0.313175608126984,0,0.0,OTFS,0.0010416666666666,0.366732680891252,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,QPSK
28,2026-08-25 16:03:51,27,A,Highway,93.5,13.45,693.072064467272,4000000000,480000,EVA,1,9,4,2.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260851,202608258,100028,949,2.32971290072041,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0057291666666666,0.0114583333333333,1,0.0,0.0,12,38.9374,28.6561,,1,0,0.300063953828474,900000.0,2,0.0057291666666666,0.300063953828474,0.0125,0.239195247258817,0,0.0,OTFS,0.0057291666666666,0.300063953828474,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,QPSK
29,2026-08-25 16:03:54,28,A,Highway,101.3,14.05,750.889840968284,4000000000,480000,EVA,1,9,4,2.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260852,202608259,100029,988,1.93962409349556,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0328125,0.0635416666666667,1,0.0,0.0,8,51.5579,44.1764,,1,0,0.222012823812773,900000.0,2,0.0328125,0.222012823812773,0.0291666666666667,0.206801565342489,0,0.0,OTFS,0.0291666666666667,0.222012823812773,0.0,0.0036458333333333,0.125,,0,,20260823.0,phase3,A_oracle_20260823.0,QPSK
30,2026-08-25 16:03:58,29,A,Highway,109.0,14.53,807.966363924413,4000000000,480000,EVA,1,9,4,2.0,LMMSE,ODDM,oracle,FULL,phase3,20260823,20260853,202608260,100030,982,1.98721730126595,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0046875,0.009375,1,0.0,0.0,12,110.9104,88.1699,,1,0,0.281393067748892,898245.614035088,2,0.0072916666666666,0.278262260035973,0.0046875,0.281393067748892,0,0.0,ODDM,0.0046875,0.281393067748892,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,QPSK
31,2026-08-25 16:04:01,30,A,Highway,111.8,14.85,828.721463181187,4000000000,480000,EVA,1,9,4,2.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260854,202608261,100031,979,2.05660586991468,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0,0.0,0,900000.0,1.875,15,45.9323,36.8802,,0,1,0.976910226444845,900000.0,2,0.0,0.976910226444845,0.0,0.957222875887149,900000,898245.614035088,OTFS,0.0,0.976910226444845,0.0,0.0,,,0,,20260823.0,phase3,A_oracle_20260823.0,QPSK
32,2026-08-25 16:04:04,31,A,Highway,107.5,14.99,796.847560751141,4000000000,480000,EVA,1,9,4,2.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260855,202608262,100032,969,1.91150559249439,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0046875,0.009375,1,0.0,0.0,12,38.2008,31.6983,,1,0,0.302387135094372,900000.0,2,0.0046875,0.302387135094372,0.0119791666666667,0.243093691262874,0,0.0,OTFS,0.0046875,0.302387135094372,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,QPSK
33,2026-08-25 16:04:07,32,A,Highway,98.3,14.17,728.652234621741,4000000000,480000,EVA,1,9,4,2.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260856,202608263,100033,923,2.60050898843688,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0,0.0,0,900000.0,1.875,15,41.1733,34.1321,,0,1,0.978060775997322,900000.0,2,0.0,0.978060775997322,0.0005208333333333,0.3439851898791,900000,0.0,OTFS,0.0,0.978060775997322,0.0,0.0,,,0,,20260823.0,phase3,A_oracle_20260823.0,QPSK
34,2026-08-25 16:04:10,33,A,Highway,89.1,12.95,660.456908492341,4000000000,480000,EVA,1,9,4,2.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260857,202608264,100034,998,3.15937043746528,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0,0.0,0,900000.0,1.875,15,25.2593,17.3888,,0,1,0.985422843098788,900000.0,2,0.0,0.985422843098788,0.0,0.950152294102773,900000,898245.614035088,OTFS,0.0,0.985422843098788,0.0,0.0,,,0,,20260823.0,phase3,A_oracle_20260823.0,QPSK
35,2026-08-25 16:04:14,34,A,Highway,84.8,11.79,628.583006062295,4000000000,480000,EVA,1,9,4,2.0,LMMSE,ODDM,oracle,FULL,phase3,20260823,20260858,202608265,100035,979,2.54357324653557,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.1046875,0.198958333333333,1,0.0,0.0,5,120.5216,94.8485,,1,0,0.153073346756239,898245.614035088,2,0.194270833333333,0.149716555242709,0.1046875,0.153073346756239,0,0.0,ODDM,0.1046875,0.153073346756239,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,QPSK
36,2026-08-25 16:04:17,35,A,Highway,87.6,10.82,649.338105319069,4000000000,480000,EVA,1,9,4,2.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260859,202608266,100036,973,2.37248812248778,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0010416666666666,0.0020833333333333,1,0.0,0.0,15,30.5547,24.6293,,1,0,0.362674714118942,900000.0,2,0.0010416666666666,0.362674714118942,0.0036458333333333,0.285705154363866,0,0.0,OTFS,0.0010416666666666,0.362674714118942,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,QPSK
37,2026-08-25 16:04:21,36,A,Highway,95.4,10.15,707.155881820082,4000000000,480000,EVA,1,9,4,2.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260860,202608267,100037,974,2.13464626770565,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.119791666666667,0.223958333333333,1,0.0,0.0,5,39.3338,33.6063,,1,0,0.172931612007741,900000.0,2,0.119791666666667,0.172931612007741,0.107291666666667,0.14794559008488,0,0.0,OTFS,0.107291666666667,0.172931612007741,0.0,0.0125,0.116504854368932,,0,,20260823.0,phase3,A_oracle_20260823.0,QPSK
38,2026-08-25 16:04:24,37,A,Highway,103.1,9.8,764.232404776211,4000000000,480000,EVA,1,9,4,2.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260861,202608268,100038,979,2.68274238531814,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0088541666666666,0.0177083333333333,1,0.0,0.0,11,37.5215,29.0548,,1,0,0.282014043752287,900000.0,2,0.0088541666666666,0.282014043752287,0.0067708333333333,0.262434710352169,0,0.0,OTFS,0.0067708333333333,0.282014043752287,0.0,0.0020833333333333,0.307692307692308,,0,,20260823.0,phase3,A_oracle_20260823.0,QPSK
39,2026-08-25 16:04:27,38,A,Highway,105.9,9.78,784.987504032984,4000000000,480000,EVA,1,9,4,2.0,LMMSE,ODDM,oracle,FULL,phase3,20260823,20260862,202608269,100039,982,2.05997811649224,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0177083333333333,0.034375,1,0.0,0.0,9,114.4931,88.754,,1,0,0.227153893803438,898245.614035088,2,0.0473958333333333,0.203765506539748,0.0177083333333333,0.227153893803438,0,0.0,ODDM,0.0177083333333333,0.227153893803438,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,QPSK
40,2026-08-25 16:04:31,39,A,Highway,101.6,10.03,753.113601602939,4000000000,480000,EVA,1,9,4,2.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260863,202608270,100040,958,3.01431097572362,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0510416666666667,0.0989583333333333,1,0.0,0.0,7,35.049,28.7274,,1,0,0.210456676945518,900000.0,2,0.0510416666666667,0.210456676945518,0.0411458333333333,0.186951972964866,0,0.0,OTFS,0.0411458333333333,0.210456676945518,0.0,0.0098958333333333,0.240506329113924,,0,,20260823.0,phase3,A_oracle_20260823.0,QPSK
41,2026-08-25 16:04:34,40,A,Highway,92.4,10.24,684.918275473539,4000000000,480000,EVA,1,9,4,2.0,LMMSE,ODDM,oracle,FULL,phase3,20260823,20260864,202608271,100041,966,2.79055502075482,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0052083333333333,0.0104166666666667,1,0.0,0.0,12,132.9154,110.1013,,1,0,0.272803317125485,898245.614035088,2,0.0104166666666667,0.272155655185501,0.0052083333333333,0.272803317125485,0,0.0,ODDM,0.0052083333333333,0.272803317125485,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,QPSK
42,2026-08-25 16:04:37,41,A,Highway,83.2,9.69,616.722949344139,4000000000,480000,EVA,1,9,4,2.0,LMMSE,ODDM,oracle,FULL,phase3,20260823,20260865,202608272,100042,948,2.77869681301578,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0,0.0,0,898245.614035088,1.87134502923977,15,136.3458,115.3123,,0,1,0.949749940543391,898245.614035088,2,0.0010416666666666,0.365338336296619,0.0,0.949749940543391,0,898245.614035088,ODDM,0.0,0.949749940543391,0.0,0.0,,,0,,20260823.0,phase3,A_oracle_20260823.0,QPSK
43,2026-08-25 16:04:41,42,A,Highway,78.9,9.29,584.849046914093,4000000000,480000,EVA,1,9,4,2.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260866,202608273,100043,981,2.89166316375506,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0,0.0,0,900000.0,1.875,15,28.2015,21.9444,,0,1,0.983358321180617,900000.0,2,0.0,0.983358321180617,0.0,0.956698046501503,900000,898245.614035088,OTFS,0.0,0.983358321180617,0.0,0.0,,,0,,20260823.0,phase3,A_oracle_20260823.0,QPSK
44,2026-08-25 16:04:44,43,A,Highway,81.7,9.05,605.604146170867,4000000000,480000,EVA,1,9,4,2.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260867,202608274,100044,933,2.58603297204419,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0119791666666667,0.0239583333333333,1,0.0,0.0,10,50.9937,41.6305,,1,0,0.261273876486862,900000.0,2,0.0119791666666667,0.261273876486862,0.0098958333333333,0.247992217395071,0,0.0,OTFS,0.0098958333333333,0.261273876486862,0.0,0.0020833333333333,0.210526315789474,,0,,20260823.0,phase3,A_oracle_20260823.0,QPSK
45,2026-08-25 16:04:47,44,A,Highway,89.4,9.01,662.680669126995,4000000000,480000,EVA,1,9,4,2.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260868,202608275,100045,944,2.96251207841516,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0072916666666666,0.0145833333333333,1,0.0,0.0,11,49.1726,41.668,,1,0,0.280241976368692,900000.0,2,0.0072916666666666,0.280241976368692,0.0104166666666667,0.248072829679469,0,0.0,OTFS,0.0072916666666666,0.280241976368692,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,QPSK
46,2026-08-25 16:04:51,45,A,Urban,53.4,12.15,197.914696484237,4000000000,480000,EVA,1,9,16,1.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260869,202608276,100046,1867,2.12454336702813,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.121354166666667,0.417708333333333,1,0.0,0.0,7,52.9735,45.0357,,1,0,0.18800175745338,1800000.0,4,0.121354166666667,0.18800175745338,0.294791666666667,0.139591896430392,0,0.0,OTFS,0.121354166666667,0.18800175745338,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,16QAM
47,2026-08-25 16:04:54,46,A,Urban,54.4,12.47,201.620964208661,4000000000,480000,EVA,1,9,16,1.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260870,202608277,100047,1965,2.02487266819765,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.107552083333333,0.38125,1,0.0,0.0,7,62.4953,54.4454,,1,0,0.186517349509618,1800000.0,4,0.107552083333333,0.186517349509618,0.252604166666667,0.13934376572597,0,0.0,OTFS,0.107552083333333,0.186517349509618,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,16QAM
48,2026-08-25 16:04:57,47,A,Urban,54.6,12.95,202.362217753546,4000000000,480000,EVA,1,9,16,1.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260871,202608278,100048,1920,2.64298641019877,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.04765625,0.183333333333333,1,0.0,0.0,9,62.135,55.724,,1,0,0.22076108324395,1800000.0,4,0.04765625,0.22076108324395,0.187239583333333,0.155715451189333,0,0.0,OTFS,0.04765625,0.22076108324395,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,16QAM
49,2026-08-25 16:05:00,48,A,Urban,53.7,13.55,199.026576801564,4000000000,480000,EVA,1,9,16,1.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260872,202608279,100049,1918,2.38653173313399,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.113802083333333,0.398958333333333,1,0.0,0.0,7,30.6898,24.1502,,1,0,0.197952535426739,1800000.0,4,0.113802083333333,0.197952535426739,0.24921875,0.142773519521707,0,0.0,OTFS,0.113802083333333,0.197952535426739,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,16QAM
50,2026-08-25 16:05:04,49,A,Urban,51.4,13.48,190.502161035389,4000000000,480000,EVA,1,9,16,1.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260873,202608280,100050,1895,2.76055966760534,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0153645833333333,0.0604166666666667,1,0.0,0.0,11,66.08,55.2232,,1,0,0.261434125220195,1800000.0,4,0.0153645833333333,0.261434125220195,0.129427083333333,0.174084770862307,0,0.0,OTFS,0.0153645833333333,0.261434125220195,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,16QAM
51,2026-08-25 16:05:07,50,A,Urban,47.6,13.23,176.418343682578,4000000000,480000,EVA,1,9,16,1.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260874,202608281,100051,1936,2.21873941988275,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.00234375,0.009375,1,0.0,0.0,15,40.2439,33.4636,,1,0,0.344180086052854,1800000.0,4,0.00234375,0.344180086052854,0.0322916666666667,0.220068021398021,0,0.0,OTFS,0.00234375,0.344180086052854,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,16QAM
52,2026-08-25 16:05:11,51,A,Urban,42.7,13.22,158.257631832901,4000000000,480000,EVA,1,9,16,1.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260875,202608282,100052,1851,2.46912066006085,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.270833333333333,0.721875,1,0.0,0.0,5,43.1449,37.5717,,1,0,0.156510608328816,1800000.0,4,0.270833333333333,0.156510608328816,0.36875,0.125085708150862,0,0.0,OTFS,0.270833333333333,0.156510608328816,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,16QAM
53,2026-08-25 16:05:14,52,A,Urban,37.1,13.51,137.502532576127,4000000000,480000,EVA,1,9,16,1.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260876,202608283,100053,1954,2.52552697347087,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.158854166666667,0.514583333333333,1,0.0,0.0,6,76.2239,67.1639,,1,0,0.164766935249398,1800000.0,4,0.158854166666667,0.164766935249398,0.267708333333333,0.132692410507958,0,0.0,OTFS,0.158854166666667,0.164766935249398,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,16QAM
54,2026-08-25 16:05:18,53,A,Urban,31.5,14.1,116.747433319353,4000000000,480000,EVA,1,9,16,1.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260877,202608284,100054,1896,2.31111519650905,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0635416666666667,0.2375,1,0.0,0.0,8,84.1046,75.8036,,1,0,0.198325887346815,1800000.0,4,0.0635416666666667,0.198325887346815,0.208072916666667,0.15466942715031,0,0.0,OTFS,0.0635416666666667,0.198325887346815,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,16QAM
55,2026-08-25 16:05:21,54,A,Urban,26.5,14.96,98.2160946972337,4000000000,480000,EVA,1,9,16,1.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260878,202608285,100055,1889,2.84313813798755,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.15234375,0.517708333333333,1,0.0,0.0,7,55.016,50.1256,,1,0,0.181880158233967,1800000.0,4,0.15234375,0.181880158233967,0.26171875,0.138339982247714,0,0.0,OTFS,0.15234375,0.181880158233967,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,16QAM
56,2026-08-25 16:05:24,55,A,Urban,22.7,16.01,84.1322773444228,4000000000,480000,EVA,1,9,16,1.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260879,202608286,100056,1911,2.09544616893651,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0182291666666667,0.0708333333333333,1,0.0,0.0,11,47.531,42.0821,,1,0,0.263493206290428,1800000.0,4,0.0182291666666667,0.263493206290428,0.120052083333333,0.173300954305166,0,0.0,OTFS,0.0182291666666667,0.263493206290428,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,16QAM
57,2026-08-25 16:05:27,56,A,Urban,20.4,17.13,75.6078615782478,4000000000,480000,EVA,1,9,16,1.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260880,202608287,100057,1860,2.67072528760928,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0072916666666666,0.0291666666666667,1,0.0,0.0,13,36.5219,29.6703,,1,0,0.305261685410377,1800000.0,4,0.0072916666666666,0.305261685410377,0.07421875,0.189333514591456,0,0.0,OTFS,0.0072916666666666,0.305261685410377,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,16QAM
58,2026-08-25 16:05:31,57,A,Urban,19.5,17.95,72.2722206262663,4000000000,480000,EVA,1,9,16,1.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260881,202608288,100058,1907,1.97551576174911,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0010416666666666,0.0041666666666666,1,0.0,0.0,15,35.1736,29.8005,,1,0,0.360417997474535,1800000.0,4,0.0010416666666666,0.360417997474535,0.0174479166666667,0.241213675472235,0,0.0,OTFS,0.0010416666666666,0.360417997474535,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,16QAM
59,2026-08-25 16:05:34,58,A,Urban,19.8,17.71,73.3841009435935,4000000000,480000,EVA,1,9,16,1.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260882,202608289,100059,1926,1.75345848769835,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0002604166666666,0.0010416666666666,1,0.0,0.0,15,43.6134,38.1456,,1,0,0.381982867026471,1800000.0,4,0.0002604166666666,0.381982867026471,0.0057291666666666,0.28581294400335,0,0.0,OTFS,0.0002604166666666,0.381982867026471,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,16QAM
60,2026-08-25 16:05:37,59,A,Urban,20.7,17.31,76.719741895575,4000000000,480000,EVA,1,9,16,1.0,MRC,OTFS,oracle,FULL,phase3,20260823,20260883,202608290,100060,1884,2.93635078149145,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0002604166666666,0.0010416666666666,1,0.0,0.0,15,28.8374,23.9121,,1,0,0.3880781667407,1800000.0,4,0.0002604166666666,0.3880781667407,0.00703125,0.275574693730394,0,0.0,OTFS,0.0002604166666666,0.3880781667407,0.0,0.0,0.0,,0,,20260823.0,phase3,A_oracle_20260823.0,16QAM
1,2026-08-25 16:05:41,0,B,HighSpeedRail,211.5,5.48,2351.62687114697,4000000000,480000,EVA,1,9,4,3.0,MRC,OTFS,fixed_otfs,FULL,phase3,20260823,20260824,202608231,100001,953,2.85677550621526,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0729166666666667,0.139583333333333,1,0.0,0.0,6,60.3576,53.4612,,1,0,0.183926097510968,900000.0,2,0.0729166666666667,0.183926097510968,0.0609375,0.18750858421485,0,0.0,ODDM,0.0609375,0.18750858421485,0.0035824867038824,0.0119791666666667,0.196581196581197,,0,,20260823.0,phase3,B_fixed_otfs_20260823.0,QPSK
2,2026-08-25 16:05:44,1,B,HighSpeedRail,220.0,5.81,2446.13669811978,4000000000,480000,EVA,1,9,4,3.0,MRC,OTFS,fixed_otfs,FULL,phase3,20260823,20260825,202608232,100002,953,2.75092586780906,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.0875,0.169791666666667,1,0.0,0.0,6,49.5245,43.3495,,1,0,0.184596321769144,900000.0,2,0.0875,0.184596321769144,0.04375,0.186985766520975,0,0.0,ODDM,0.04375,0.186985766520975,0.0023894447518315,0.04375,1.0,,0,,20260823.0,phase3,B_fixed_otfs_20260823.0,QPSK
3,2026-08-25 16:05:47,2,B,HighSpeedRail,227.6,6.49,2530.63960223665,4000000000,480000,EVA,1,9,4,3.0,MRC,OTFS,fixed_otfs,FULL,phase3,20260823,20260826,202608233,100003,959,2.05920287982526,0,0,0,,,,,,,,,,,,,,,OTFS,0,,,0,,0.1765625,0.325,1,0.0,0.0,4,33.1671,24.1021,,1,0,0.160026008376002,900000.0,2,0.1765625,0.160026008376002,0.13125,0.151610051122191,0,0.0,OTFS,0.13125,0.160026008376002,0.0,0.0453125,0.345238095238095,,0,,20260823.0,phase3,B_fixed_otfs_20260823.0,QPSK
