frame,scenario_id,environment,snr_db,speed_kmph,predicted_OTFS_BER,actual_BER_OTFS,predicted_ODDM_BER,actual_BER_ODDM,predicted_OTFS_throughput,actual_TP_OTFS,predicted_ODDM_throughput,actual_TP_ODDM,predicted_OTFS_CQI,CQI_OTFS_from_trace,predicted_OTFS_ACS,actual_ACS_OTFS,predicted_ODDM_ACS,actual_ACS_ODDM
6,E,Urban,9.0,11.0,0.0146356717678279,0.0,0.0098890781563627,0.0,328355.46084187,900000,441721.865385091,898245.614035088,11.9611111111111,15,0.513246478085519,0.951848113066408,0.562521520584469,0.907582286518752
7,E,Urban,13.0,15.0,5.2360438190589394e-11,0.0,1.03730753347302e-10,0.0020833333333333,834261.798876723,900000,771636.713226322,0.0,14.4244444444444,13,0.910620191598478,0.945221316224316,0.839256547557364,0.251069369896658
8,E,Urban,13.0,15.0,5.2360438190589394e-11,0.0296875,1.03730753347302e-10,0.0333333333333333,834261.798876723,0,771636.713226322,0.0,14.4244444444444,8,0.910620191598478,0.184091958269478,0.839256547557364,0.155845512774252
9,E,Urban,13.0,15.0,5.2360438190589594e-11,0.0,1.03730753347302e-10,0.0,834261.798876723,900000,771636.713226322,898245.614035088,14.4244444444444,15,0.910620191598478,0.952024737825227,0.839256547557364,0.913522849073048
10,E,Urban,9.0,15.0,0.0146356717678278,0.0265625,0.0098890781563627,0.0375,328355.46084187,0,441721.865385091,0.0,11.9611111111111,8,0.513246478085519,0.187795430083817,0.562521520584469,0.160041864445716
11,E,Urban,9.0,15.0,0.0146356717678278,0.191145833333333,0.0098890781563627,0.1734375,328355.46084187,0,441721.865385091,0.0,11.9611111111111,4,0.513246478085519,0.12162606872982,0.562521520584469,0.0921330546635459
12,E,Urban,9.0,15.0,0.0146356717678278,0.0026041666666666,0.0098890781563627,0.0026041666666666,328355.46084187,0,441721.865385091,0.0,11.9611111111111,13,0.513246478085519,0.30022793127306,0.562521520584469,0.260262581884632
13,E,Urban,13.0,19.0,5.2360438190589594e-11,0.0203125,1.03730753347302e-10,0.0375,834261.798876723,0,771636.713226322,0.0,14.4244444444444,8,0.910620191598478,0.202239917299065,0.839256547557364,0.150801456703116
14,E,Urban,13.0,19.0,5.2360438190589594e-11,0.0239583333333333,1.03730753347302e-10,0.0317708333333333,834261.798876723,0,771636.713226322,0.0,14.4244444444444,8,0.910620191598478,0.198406954668118,0.839256547557364,0.152517740038823
15,E,Urban,13.0,19.0,5.2360438190589594e-11,0.0,1.03730753347302e-10,0.0,834261.798876723,900000,771636.713226322,898245.614035088,14.4244444444444,15,0.910620191598478,0.957710338862406,0.839256547557364,0.907581137332994
16,E,Urban,9.0,19.0,0.0146356717678279,0.0328125,0.0098890781563627,0.0302083333333333,328355.46084187,0,441721.865385091,0.0,11.9611111111111,8,0.513246478085519,0.192285147843962,0.562521520584469,0.158958169339137
17,E,Urban,9.0,19.0,0.0146356717678278,0.0177083333333333,0.0098890781563627,0.0203125,328355.46084187,0,441721.865385091,0.0,11.9611111111111,9,0.513246478085519,0.2112748312405,0.562521520584469,0.178875070558607
18,E,Urban,9.0,19.0,0.0146356717678279,0.0177083333333333,0.0098890781563627,0.01875,328355.46084187,0,441721.865385091,0.0,11.9611111111111,9,0.513246478085519,0.22930110241202,0.562521520584469,0.179429495618328
19,E,Urban,13.0,23.0,1.60050362889454e-11,0.0,4.697581314654879e-11,0.0005208333333333,844728.265107213,900000,773969.24481495,0.0,14.7355555555556,15,0.921752484106741,0.948588318153952,0.849949596070165,0.300013294086015
20,E,Urban,13.0,23.0,1.60050362889454e-11,0.0,4.697581314654879e-11,0.0,844728.265107213,900000,773969.24481495,898245.614035088,14.7355555555556,15,0.921752484106741,0.949592134666298,0.849949596070165,0.909747943565899
21,E,Urban,13.0,23.0,1.60050362889453e-11,0.0072916666666666,4.697581314654879e-11,0.00625,844728.265107213,0,773969.24481495,0.0,14.7355555555556,11,0.921752484106741,0.263002378514997,0.849949596070165,0.216344460685383
22,E,Urban,9.0,23.0,0.0145797654576751,0.0052083333333333,0.0098113511034688,0.0036458333333333,310186.850361867,0,413614.079122941,0.0,11.9611111111111,12,0.513281730591352,0.279201301493916,0.562569180503779,0.237516456898545
23,E,Urban,9.0,23.0,0.0145797654576751,0.0015625,0.0098113511034688,0.0,310186.850361867,0,413614.079122941,898245.614035088,11.9611111111111,15,0.513281730591352,0.316451504581058,0.562569180503778,0.907430989900337
24,E,Urban,9.0,23.0,0.0145797654576751,0.0546875,0.0098113511034688,0.0588541666666667,310186.850361867,0,413614.079122941,0.0,11.9611111111111,7,0.513281730591352,0.170644150291995,0.562569180503778,0.141384430892056
1,F,UrbanFast,12.48,20.2,0.0305347845139391,0.0026939655172413,0.030168637709527,0.005926724137931,290024.632960742,0,288276.88872186,0.0,11.6844444444444,13,0.438417207296351,0.267815743819257,0.416075085019815,0.256925171746941
2,F,UrbanFast,12.81,27.0,2.46057178807407e-05,0.0,0.0012521856882268,0.0,635572.006886198,870000,590974.331262541,867458.617332035,14.4655555555556,15,0.730773859069615,0.965597035648546,0.654002291438154,0.956173029050933
3,F,UrbanFast,13.49,21.6,2.46057178807408e-05,0.0317887931034483,0.0012521856882268,0.0581896551724138,635572.006886198,0,590974.331262541,0.0,14.4655555555556,8,0.730773859069615,0.212643263154501,0.654002291438154,0.186406994245175
4,F,UrbanFast,14.48,11.9,7.91115159920145e-05,0.0086206896551724,0.0028717382386436,0.0064655172413793,621742.772624518,0,588022.161104375,0.0,14.1622222222222,11,0.718629488607288,0.277144529962628,0.639498478924121,0.265229606320409
5,F,UrbanFast,15.69,13.0,7.9111515992015e-05,0.0016163793103448,0.0028717382386436,0.0086206896551724,621742.772624518,0,588022.161104375,0.0,14.1622222222222,14,0.718629488607288,0.339347770816023,0.639498478924121,0.258474794161658
6,F,UrbanFast,16.98,22.0,2.46057178807408e-05,0.0,0.0012521856882268,0.0,635572.006886198,870000,590974.331262541,867458.617332035,14.4655555555555,15,0.730773859069615,0.975895894762769,0.654002291438154,0.955142298486455
7,F,UrbanFast,17.99,23.1,2.13880913796581e-12,0.0,2.00750989700893e-12,0.0,818720.382992535,870000,758712.361559534,867458.617332035,15.0,15,0.975648157264951,0.979827064682965,0.951456888291532,0.958445392564565
8,F,UrbanFast,17.95,13.4,2.04299277558157e-07,0.0,4.27518541287147e-06,0.0016163793103448,712236.773774749,870000,629352.397546937,0.0,15.0,15,0.822667745534954,0.979053974872364,0.761960772853547,0.322749494077932
9,F,UrbanFast,17.71,10.0,4.8631874778298e-09,0.0,1.36677462803499e-06,0.0,762991.944971159,870000,642030.158811507,867458.617332035,15.0,15,0.869862360770031,0.978222563706687,0.769187591038108,0.959589295900215
10,F,UrbanFast,17.31,14.8,7.91115159920148e-05,0.0,0.0028717382386436,0.0,621742.772624518,870000,588022.161104375,867458.617332035,14.1622222222222,15,0.718629488607289,0.976425315701181,0.639498478924121,0.955971260905436
11,F,Urban,16.76,21.1,0.0534494934233632,0.145833333333333,0.095220780534493,0.30625,514439.5766545,0,115077.248026482,0.0,11.5211111111111,7,0.413893777827318,0.17057703963993,0.241870571626388,0.138529309384793
12,F,Urban,16.1,23.7,0.0534494934233632,0.0028645833333333,0.0952207805344929,0.0388020833333333,514439.5766545,0,115077.248026482,0.0,11.5211111111111,15,0.413893777827318,0.334355165546131,0.241870571626388,0.222642892613697
13,F,Urban,15.38,13.9,0.0291861897993495,0.09765625,0.0749565240367968,0.272135416666667,547860.105039186,0,387877.94385889,0.0,11.7544444444444,7,0.441903213597251,0.17862198701769,0.336553735660399,0.138070166268106
14,F,Urban,14.62,26.4,0.0534494934233632,0.138020833333333,0.0952207805344929,0.3015625,514439.5766545,0,115077.248026482,0.0,11.5211111111111,7,0.413893777827318,0.192829251374525,0.241870571626388,0.138958057954219
15,F,Urban,13.9,11.0,0.0291861897993495,0.0052083333333333,0.0749565240367968,0.0546875,547860.105039186,0,387877.94385889,0.0,11.7544444444444,13,0.441903213597251,0.311368072115042,0.336553735660399,0.207420118781306
16,F,Urban,12.46,23.5,0.128375081736056,0.108333333333333,0.207376266120115,0.277864583333333,1996.10136452242,0,1996.10136452242,0.0,8.34,7,0.21250538140046,0.183378125770602,0.159075064751513,0.138488124859823
17,F,Urban,10.92,13.7,0.128375081736056,0.0856770833333333,0.207376266120115,0.288802083333333,6988.30409356725,0,7984.40545808967,0.0,8.34,8,0.21250538140046,0.206326772815646,0.159075064751513,0.141285131284443
18,F,Urban,9.76,16.2,0.128375081736056,0.10703125,0.207376266120115,0.280208333333333,6988.30409356725,0,7984.40545808967,0.0,8.34,7,0.21250538140046,0.181125225172688,0.159075064751513,0.141597970497904
19,F,UrbanFast,9.11,58.5,0.0201192615333799,0.0016163793103448,0.0207403349189951,0.0070043103448275,286452.99278164,0,280887.259775535,0.0,11.5877777777778,14,0.440874073432072,0.340657017028344,0.420924093743906,0.2631759241606
20,F,UrbanFast,9.05,56.0,0.0217698398319194,0.0,0.021944824903513,0.0,286483.502356454,870000,280917.769350349,867458.617332035,11.5944444444444,15,0.440314728465503,0.980140937852212,0.420790013730544,0.957655154623778
21,F,UrbanFast,9.57,43.5,0.0227353717857452,0.015625,0.0223647883723499,0.0183189655172414,286483.502356454,0,280917.769350349,0.0,11.5977777777778,10,0.439640220307976,0.260756755928103,0.421027639882277,0.227298993766905
22,F,UrbanFast,10.62,25.0,0.0304427724090142,0.0010775862068965,0.0299018175409709,0.0016163793103448,287423.558083785,0,283777.039618413,0.0,11.6844444444444,15,0.438967964773721,0.358828004533402,0.416764430627844,0.319779003995581
23,F,UrbanFast,12.08,12.6,0.0305347845139391,0.0,0.030168637709527,0.0,290024.632960742,870000,288276.88872186,867458.617332035,11.6844444444444,15,0.438417207296351,0.976517729473822,0.416075085019815,0.956049975660434
24,F,UrbanFast,13.55,10.0,6.44337114347699e-05,0.0021551724137931,0.0016137631621106,0.0032327586206896,620981.001269809,0,594242.523218142,0.0,14.3122222222222,13,0.730633677433959,0.323949111764038,0.653263713373239,0.298640466953274
1,G,HighSpeedRail,5.48,339.2,0.11526739249948,0.0942708333333333,0.0712410620417112,0.0677083333333333,0.0,0,0.0,0.0,5.45444444444444,5,0.185793334807399,0.155876531561811,0.181549099754393,0.174762126599795
2,G,HighSpeedRail,5.81,350.0,0.11526739249948,0.0854166666666667,0.0712410620417112,0.0453125,0.0,0,0.0,0.0,5.45444444444444,6,0.185793334807399,0.187175245080175,0.181549099754393,0.192192949567037
3,G,HighSpeedRail,6.49,340.8,0.11526739249948,0.160416666666667,0.0712410620417112,0.0942708333333333,0.0,0,0.0,0.0,5.45444444444444,4,0.185793334807399,0.147447395614684,0.181549099754393,0.153950282919674
4,G,HighSpeedRail,7.48,300.8,0.115275938764658,0.06875,0.0708824019015146,0.065625,0.0,0,0.0,0.0,5.54,6,0.186768291044413,0.187089779025344,0.181778411669823,0.172464128012913
5,G,HighSpeedRail,8.69,312.6,0.0320453551200762,0.0651041666666667,0.0146412316919288,0.0729166666666667,177966.666666667,0,29000.0,0.0,10.4766666666667,6,0.35724783775085,0.186676692574238,0.267076124285522,0.170816291906192
6,G,HighSpeedRail,9.98,350.0,0.0320453551200762,0.003125,0.0146412316919288,0.0010416666666666,177966.666666667,0,29000.0,0.0,10.4766666666667,13,0.35724783775085,0.316458483422005,0.267076124285522,0.339959873106861
7,G,HighSpeedRail,10.99,342.2,0.0320453551200762,0.0,0.0146412316919288,0.0052083333333333,177966.666666667,900000,29000.0,0.0,10.4766666666667,15,0.35724783775085,0.977347673101409,0.267076124285522,0.278273081222683
8,G,HighSpeedRail,10.95,297.4,0.0320453551200762,0.0161458333333333,0.0146412316919288,0.0104166666666667,177966.666666667,0,29000.0,0.0,10.4766666666667,10,0.35724783775085,0.254038768571158,0.267076124285522,0.248467736162303
9,G,HighSpeedRail,10.71,289.4,0.0320453551200762,0.0171875,0.0146412316919288,0.009375,177966.666666667,0,29000.0,0.0,10.4766666666667,9,0.35724783775085,0.255555954635831,0.267076124285522,0.259271174328101
10,G,HighSpeedRail,10.31,327.0,0.0320453551200762,0.0,0.0146412316919288,0.0010416666666666,177966.666666667,900000,29000.0,0.0,10.4766666666667,15,0.35724783775085,0.979918457289587,0.267076124285522,0.334707771739354
11,G,HighSpeedRail,9.76,338.8,0.0320453551200762,0.0885416666666667,0.0146412316919288,0.0875,177966.666666667,0,29000.0,0.0,10.4766666666667,6,0.35724783775085,0.191300001340877,0.267076124285522,0.168993289298483
12,G,HighSpeedRail,9.1,298.9,0.0320453551200762,0.03125,0.0146412316919288,0.0140625,177966.666666667,0,29000.0,0.0,10.4766666666667,8,0.35724783775085,0.231316117737505,0.267076124285522,0.243704787337221
13,G,HighSpeedRail,8.38,272.2,0.0320453551200762,0.110416666666667,0.0146412316919288,0.0744791666666667,177966.666666667,0,29000.0,0.0,10.4766666666667,5,0.35724783775085,0.155057077625573,0.267076124285522,0.173001549004558
14,G,HighSpeedRail,7.62,300.5,0.0320453551200762,0.200520833333333,0.0146412316919288,0.152604166666667,177966.666666667,0,29000.0,0.0,10.4766666666667,4,0.35724783775085,0.159183897680721,0.267076124285522,0.140911726456374
15,G,HighSpeedRail,6.9,239.0,0.115349853256272,0.0703125,0.0717852936542416,0.0578125,0.0,0,0.0,0.0,5.56333333333334,6,0.186952985350039,0.195687994688143,0.181679967202261,0.187180917643733
16,G,HighSpeedRail,5.46,275.5,0.115275938764658,0.257291666666667,0.0708824019015145,0.204166666666667,0.0,0,0.0,0.0,5.54,3,0.186768291044413,0.138471935764423,0.181778411669823,0.13388521792494
17,G,HighSpeedRail,3.92,230.1,0.115349853256272,0.171875,0.0717852936542415,0.1171875,0.0,0,0.0,0.0,5.56333333333334,4,0.186952985350039,0.15252181349543,0.181679967202261,0.158065696779164
18,G,HighSpeedRail,2.76,266.5,0.115275938764658,0.2234375,0.0710671424947032,0.194270833333333,0.0,0,0.0,0.0,5.54111111111111,4,0.186768291044413,0.149844434814888,0.181810625070106,0.133319854601223
19,G,HighSpeedRail,2.11,303.0,0.254770054461528,0.1390625,0.202901643592557,0.133333333333333,0.0,0,0.0,0.0,3.56555555555555,5,0.152234158727715,0.16497211382844,0.140736823814928,0.154017649526093
20,G,HighSpeedRail,2.05,257.6,0.254770054461528,0.0515625,0.202901643592557,0.0401041666666667,0.0,0,0.0,0.0,3.56555555555555,7,0.152234158727715,0.205297025227457,0.140736823814928,0.192561780459417
21,G,HighSpeedRail,2.57,294.1,0.115275938764658,0.2546875,0.0708824019015145,0.206770833333333,0.0,0,0.0,0.0,5.54,3,0.186768291044413,0.140766530233142,0.181778411669823,0.13734680555894
22,G,HighSpeedRail,3.62,330.5,0.11526739249948,0.205729166666667,0.0712410620417112,0.159375,0.0,0,0.0,0.0,5.45444444444444,4,0.185793334807399,0.154494751647229,0.181549099754393,0.137152580258472
23,G,HighSpeedRail,5.08,285.1,0.115275938764658,0.0697916666666667,0.0708824019015146,0.0572916666666667,0.0,0,0.0,0.0,5.54,6,0.186768291044413,0.195552646036116,0.181778411669823,0.185199551734945
24,G,HighSpeedRail,6.55,321.6,0.115275938764658,0.142708333333333,0.0708824019015146,0.0932291666666667,0.0,0,0.0,0.0,5.54,5,0.186768291044413,0.166593550507275,0.181778411669823,0.159907479828543
1,H,Pedestrian,16.0,3.0,0.001068673331553,0.0,0.0017890732755805,0.0,630102.734549237,900000,613733.220967597,898245.614035088,13.0166666666666,15,0.68706773840058,0.971421561458931,0.651315705136593,0.960083827876339
2,H,Pedestrian,16.0,3.0,0.001068673331553,0.0,0.0017890732755805,0.0,630102.734549237,900000,613733.220967597,898245.614035088,13.0166666666666,15,0.68706773840058,0.979720712505268,0.651315705136594,0.956766675386203
3,H,Pedestrian,16.0,3.0,0.001068673331553,0.0,0.0017890732755805,0.0,630102.734549237,900000,613733.220967597,898245.614035088,13.0166666666666,15,0.68706773840058,0.97811854866376,0.651315705136594,0.956669707137193
4,H,Pedestrian,16.0,3.0,0.001068673331553,0.0,0.0017890732755805,0.0,630102.734549236,900000,613733.220967597,898245.614035088,13.0166666666666,15,0.68706773840058,0.980394945837871,0.651315705136594,0.962423858681005
5,H,Pedestrian,16.0,3.0,0.001068673331553,0.0510416666666667,0.0017890732755805,0.0541666666666667,630102.734549236,0,613733.220967597,0.0,13.0166666666666,7,0.68706773840058,0.208424403247882,0.651315705136594,0.190936247772044
6,H,Pedestrian,16.0,3.0,0.001068673331553,0.0,0.0017890732755805,0.0,630102.734549237,900000,613733.220967597,898245.614035088,13.0166666666666,15,0.68706773840058,0.978781194730094,0.651315705136594,0.95962049823084
7,H,Pedestrian,9.0,6.0,0.0289946607281385,0.154166666666667,0.0260503091232327,0.154166666666667,302820.957917893,0,308294.842564595,0.0,11.9344444444444,4,0.440038877049382,0.165542745071722,0.424374109579745,0.138626737233596
8,H,Pedestrian,9.0,6.0,0.0289946607281385,0.0354166666666667,0.0260503091232327,0.0364583333333333,302820.957917893,0,308294.842564595,0.0,11.9344444444444,8,0.440038877049382,0.229334660866359,0.424374109579745,0.208504943509734
9,H,Pedestrian,9.0,6.0,0.0289946607281385,0.0119791666666667,0.0260503091232328,0.0130208333333333,302820.957917893,0,308294.842564595,0.0,11.9344444444444,10,0.440038877049383,0.266203387875952,0.424374109579745,0.243826565640454
10,H,Pedestrian,9.0,6.0,0.0289946607281385,0.028125,0.0260503091232328,0.0276041666666667,302820.957917893,0,308294.842564595,0.0,11.9344444444444,8,0.440038877049382,0.230293498781678,0.424374109579745,0.213028069317243
11,H,Pedestrian,9.0,6.0,0.0289946607281385,0.034375,0.0260503091232328,0.0255208333333333,302820.957917893,0,308294.842564595,0.0,11.9344444444444,8,0.440038877049382,0.226666139640858,0.424374109579745,0.204278038011963
12,H,Pedestrian,9.0,6.0,0.0289946607281385,0.0005208333333333,0.0260503091232328,0.0005208333333333,302820.957917893,0,308294.842564595,0.0,11.9344444444444,15,0.440038877049382,0.376370970426902,0.424374109579745,0.353104402760099
13,H,Pedestrian,4.0,9.0,0.0898335762577667,0.140625,0.0863222866084323,0.136458333333333,0.0,0,0.0,0.0,8.53111111111111,5,0.222408591035528,0.180485738038003,0.200450986089687,0.152849754391299
14,H,Pedestrian,4.0,9.0,0.0898335762577667,0.109895833333333,0.0863222866084323,0.11875,0.0,0,0.0,0.0,8.53111111111111,5,0.222408591035528,0.179081692038008,0.200450986089687,0.151401040719467
15,H,Pedestrian,4.0,9.0,0.0898335762577667,0.0984375,0.0863222866084323,0.101041666666667,0.0,0,0.0,0.0,8.53111111111111,5,0.222408591035528,0.177947849289601,0.200450986089687,0.15624319711183
16,H,Pedestrian,4.0,9.0,0.0898335762577667,0.0302083333333333,0.0863222866084324,0.0333333333333333,0.0,0,0.0,0.0,8.53111111111111,8,0.222408591035528,0.232324742172498,0.200450986089687,0.202501950513369
17,H,Pedestrian,4.0,9.0,0.0898335762577667,0.2140625,0.0863222866084324,0.21875,0.0,0,0.0,0.0,8.53111111111111,4,0.222408591035528,0.155214723007109,0.200450986089687,0.134402345987642
18,H,Pedestrian,4.0,9.0,0.0898335762577667,0.0890625,0.0863222866084323,0.0927083333333333,0.0,0,0.0,0.0,8.53111111111111,6,0.222408591035528,0.197986125286874,0.200450986089687,0.166586952161686
19,H,Highway,8.0,90.0,0.0352431737892935,0.003125,0.0162435694942628,0.0171875,59886.3547758285,0,33901.4647405054,0.0,10.5877777777778,13,0.291545002357323,0.3164888986714,0.276884469335508,0.228956739740361
20,H,Highway,8.0,90.0,0.0352431737892935,0.0,0.0162435694942628,0.0,59886.3547758285,900000,33901.4647405054,898245.614035088,10.5877777777778,15,0.291545002357323,0.977959705850452,0.276884469335508,0.960362783055205
21,H,Highway,8.0,90.0,0.0352431737892935,0.0458333333333333,0.0162435694942628,0.0369791666666667,59886.3547758285,0,33901.4647405054,0.0,10.5877777777778,7,0.291545002357323,0.210365320588333,0.276884469335508,0.206098514734691
22,H,Highway,8.0,90.0,0.0352431737892935,0.136979166666667,0.0162435694942628,0.0942708333333333,59886.3547758285,0,33901.4647405054,0.0,10.5877777777778,5,0.291545002357323,0.172553277605275,0.276884469335508,0.156749261565184
23,H,Highway,8.0,90.0,0.0352431737892935,0.0302083333333333,0.0162435694942628,0.0265625,59886.3547758285,0,33901.4647405054,0.0,10.5877777777778,8,0.291545002357323,0.232370097539713,0.276884469335508,0.205931470858481
24,H,Highway,8.0,90.0,0.0352431737892935,0.100520833333333,0.0162435694942628,0.0932291666666667,59886.3547758285,0,33901.4647405054,0.0,10.5877777777778,5,0.291545002357323,0.173433663240429,0.276884469335508,0.156058624493704
25,H,Highway,5.0,130.0,0.114599339108552,0.034375,0.070094123710318,0.0369791666666667,0.0,0,0.0,0.0,5.82333333333334,8,0.190994137631346,0.224166248308856,0.184294519720314,0.205994168715626
26,H,Highway,5.0,130.0,0.115159707409246,0.0114583333333333,0.0718530080070302,0.0088541666666666,0.0,0,0.0,0.0,5.8288888888889,10,0.190892441985435,0.268846743245656,0.183984062440481,0.259830661858285
27,H,Highway,5.0,130.0,0.114140939537211,0.0739583333333333,0.0697876076246948,0.04375,0.0,0,0.0,0.0,5.82333333333334,6,0.190934048452125,0.196365966665379,0.184346566335378,0.191680954612973
28,H,Highway,5.0,130.0,0.114599339108552,0.160416666666667,0.070094123710318,0.1515625,0.0,0,0.0,0.0,5.82333333333334,4,0.190994137631346,0.156417489971812,0.184294519720314,0.14021292836407
29,H,Highway,5.0,130.0,0.114140939537211,0.2546875,0.0697493545254532,0.192708333333333,0.0,0,0.0,0.0,5.82333333333334,3,0.190949822801508,0.145586227372841,0.184373106780496,0.133116094529572
30,H,Highway,5.0,130.0,0.114140939537211,0.1890625,0.0697876076246947,0.122395833333333,0.0,0,0.0,0.0,5.82333333333334,4,0.190934048452125,0.157055925234286,0.184346566335378,0.152294682680843
1,I,Urban,12.48,58.4,0.128999229035987,0.0434895833333333,0.219208410388934,0.213541666666667,1000.0,0,0.0,0.0,7.87111111111111,9,0.207156761795423,0.223453622406801,0.155637374648826,0.153777804408128
2,I,Urban,12.81,60.0,0.0493263606030403,0.0010416666666666,0.11200325921033,0.0125,16931.3840155945,0,998.05068226121,0.0,10.7011111111111,15,0.268856352445062,0.364894691176177,0.195505158570208,0.261038667865568
3,I,Urban,13.49,60.0,0.0493263606030403,0.10390625,0.11200325921033,0.240885416666667,16931.3840155945,0,998.05068226121,0.0,10.7011111111111,7,0.268856352445062,0.190403585811584,0.195505158570208,0.141584013242382
4,I,Urban,14.48,60.0,0.0493263606030403,0.132291666666667,0.11200325921033,0.2765625,16931.3840155945,0,998.05068226121,0.0,10.7011111111111,7,0.268856352445062,0.176120950242192,0.195505158570208,0.137205585365999
5,I,Urban,15.69,59.7,0.0502282772873295,0.128125,0.11180233813525,0.23359375,16931.3840155945,0,998.05068226121,0.0,10.72,7,0.270636197057074,0.188835013597452,0.195602601408642,0.129717290079984
6,I,Urban,16.98,55.1,0.0475124591175533,0.0083333333333333,0.102564931967235,0.09375,317598.050682261,0,45163.9651438452,0.0,11.13,13,0.373946837865548,0.298170064056803,0.228922053050531,0.187792028597326
7,I,Urban,17.99,49.8,0.0055513800781084,0.0015625,0.0231958808176459,0.03515625,1020396.89210042,0,684822.341041395,0.0,13.0966666666667,15,0.57190119912918,0.350471528029891,0.458294717736087,0.223421962534977
8,I,Urban,17.95,45.2,0.0055513800781084,0.0606770833333333,0.0231958808176459,0.163541666666667,1020396.89210042,0,684822.341041395,0.0,13.0966666666667,8,0.57190119912918,0.193338136629729,0.458294717736087,0.154185646577793
9,I,Urban,17.71,42.3,0.0055513800781085,0.0028645833333333,0.0231958808176459,0.0223958333333333,1020396.89210042,0,684822.341041395,0.0,13.0966666666667,15,0.57190119912918,0.334857504983027,0.458294717736086,0.243764480297347
10,I,Urban,17.31,41.9,0.0473301370137475,0.0942708333333333,0.102564931967235,0.18203125,317598.050682261,0,45163.9651438452,0.0,11.13,7,0.373946837865548,0.185964900646526,0.228922053050531,0.154812156374711
11,I,Urban,16.76,43.6,0.0473301370137475,0.13125,0.102564931967235,0.28125,317598.050682261,0,45163.9651438452,0.0,11.13,7,0.373946837865548,0.184802850830662,0.228922053050531,0.134623034622958
12,I,Urban,16.1,46.5,0.0473301370137475,0.0395833333333333,0.102564931967235,0.177864583333333,317598.050682261,0,45163.9651438452,0.0,11.13,10,0.373946837865548,0.238561806232271,0.228922053050531,0.156377536104205
13,I,Urban,15.38,51.0,0.0475124591175533,0.0640625,0.102564931967235,0.226822916666667,317598.050682261,0,45163.9651438452,0.0,11.13,8,0.373946837865548,0.192430026128452,0.228922053050531,0.148716054709503
14,I,Urban,14.62,55.4,0.0475124591175533,0.134635416666667,0.102564931967235,0.308333333333333,317598.050682261,0,45163.9651438452,0.0,11.13,7,0.373946837865548,0.180608305337622,0.228922053050531,0.138984958030021
15,I,Urban,13.9,58.5,0.0502282772873295,0.0013020833333333,0.11180233813525,0.01796875,16931.3840155945,0,998.05068226121,0.0,10.72,15,0.270636197057074,0.355123307135765,0.195602601408642,0.245806998149856
16,I,Urban,12.46,59.4,0.13526988490606,0.164322916666667,0.2396989043428,0.3015625,1000.0,0,0.0,0.0,7.28000000000001,6,0.202864517267892,0.163296369885996,0.150356927911359,0.135402142764953
17,I,Urban,10.92,57.9,0.128999229035987,0.0640625,0.219208410388934,0.259114583333333,1000.0,0,0.0,0.0,7.87111111111111,8,0.207156761795423,0.211724382195962,0.155637374648826,0.140782692429887
18,I,Urban,9.76,54.7,0.128999229035987,0.213020833333333,0.219208410388934,0.326822916666667,1000.0,0,0.0,0.0,7.87111111111111,5,0.207156761795423,0.157483022678738,0.155637374648826,0.131697632385644
19,I,Urban,9.11,50.8,0.128999229035987,0.123177083333333,0.219208410388934,0.296614583333333,1000.0,0,0.0,0.0,7.87111111111111,7,0.207156761795423,0.186337229087133,0.155637374648826,0.141504520432587
20,I,Urban,9.05,47.5,0.129576864204684,0.0083333333333333,0.219138446720344,0.08515625,1000.0,0,0.0,0.0,7.88444444444445,13,0.207193549301783,0.302175125273373,0.155743181880872,0.189645747593338
21,I,Urban,9.57,46.1,0.129576864204684,0.142447916666667,0.219138446720344,0.294270833333333,1000.0,0,0.0,0.0,7.88444444444444,7,0.207193549301783,0.190634024738334,0.155743181880872,0.134346367864805
22,I,Urban,10.62,47.0,0.129576864204684,0.0427083333333333,0.219138446720344,0.195052083333333,1000.0,0,0.0,0.0,7.88444444444445,10,0.207193549301783,0.245878140280612,0.155743181880872,0.155808360274683
23,I,Urban,12.08,50.0,0.129576864204684,0.103645833333333,0.219138446720344,0.252864583333333,1000.0,0,0.0,0.0,7.88444444444445,7,0.207193549301783,0.192815028280078,0.155743181880872,0.138046740537241
24,I,Urban,13.55,54.4,0.0475124591175533,0.183333333333333,0.102564931967235,0.313020833333333,317598.050682261,0,45163.9651438452,0.0,11.13,6,0.373946837865548,0.16006447138781,0.228922053050531,0.134976681300172
1,J,Urban,14.0,12.0,5.2360438190589394e-11,0.0,1.03730753347302e-10,0.0,834261.798876723,900000,771636.713226322,898245.614035088,14.4244444444444,15,0.910620191598478,0.980735956491586,0.839256547557364,0.960242459216279
2,J,Urban,14.0,12.0,5.2360438190589394e-11,0.0,1.03730753347302e-10,0.0,834261.798876723,900000,771636.713226322,898245.614035088,14.4244444444444,15,0.910620191598478,0.979111201791439,0.839256547557364,0.9558387719336
3,J,Urban,14.0,12.0,5.2360438190589594e-11,0.0354166666666667,1.03730753347302e-10,0.0395833333333333,834261.798876723,0,771636.713226322,0.0,14.4244444444444,8,0.910620191598478,0.225811564517006,0.839256547557364,0.193441919584268
4,J,Urban,10.0,12.0,0.0146356717678279,0.0203125,0.0098890781563627,0.0385416666666667,328355.46084187,0,441721.865385091,0.0,11.9611111111111,8,0.513246478085519,0.242758773242893,0.562521520584469,0.204985063656509
