cond_id,profile,speed_kmph,snr_db,modulation,carrier_hz,doppler_hz,num_paths,delay_spread_taps,doppler_spread_hz,nTrials,label,BER_total,SER_total,PER_mean,Thr_mean,SE_mean,EVM_mean,CQI_mean,SINR_mean,Lat_mean,Run_mean
79,EVA,50,10,4,4e+09,185.313,9,1,185.074,2,ODDM (LMMSE),0.002864583333,0.005729166667,0.5,449122.807,0.9356725146,7.569125885,13.5,88.19924276,75.05955,0.08603065
80,EVA,50,10,16,4e+09,185.313,9,1,185.074,2,OTFS (MRC),0.1545572917,0.4505208333,1,0,0,50.67882376,7,6.843032223,16.0793,0.0196662
80,EVA,50,10,16,4e+09,185.313,9,1,185.074,2,ODDM (LMMSE),0.24609375,0.7328125,1,0,0,63.52692373,5.5,3.960672463,68.54005,0.07827995
81,EVA,50,15,4,4e+09,185.313,9,1,185.074,2,OTFS (MRC),0,0,0,900000,1.875,0,15,160,10.36825,0.01362375
81,EVA,50,15,4,4e+09,185.313,9,1,185.074,2,ODDM (LMMSE),0,0,0,898245.614,1.871345029,0,15,160,70.8497,0.0818896
82,EVA,50,15,16,4e+09,185.313,9,1,185.074,2,OTFS (MRC),0.07434895833,0.2489583333,1,0,0,27.67283839,11,15.40748638,12.1282,0.01616125
82,EVA,50,15,16,4e+09,185.313,9,1,185.074,2,ODDM (LMMSE),0.1002604167,0.3432291667,1,0,0,37.50524506,8,9.284875674,69.43795,0.0796746
83,EVA,50,20,4,4e+09,185.313,9,1,185.074,2,OTFS (MRC),0,0,0,900000,1.875,0,15,160,9.9922,0.01423785
83,EVA,50,20,4,4e+09,185.313,9,1,185.074,2,ODDM (LMMSE),0,0,0,898245.614,1.871345029,0,15,160,69.9239,0.0797828
84,EVA,50,20,16,4e+09,185.313,9,1,185.074,2,OTFS (MRC),0.02278645833,0.0859375,0.5,900000,1.875,13.59246363,12,85.65671825,12.79245,0.0162533
84,EVA,50,20,16,4e+09,185.313,9,1,185.074,2,ODDM (LMMSE),0.0453125,0.1651041667,0.5,898245.614,1.871345029,19.16764588,11.5,84.16401227,69.2293,0.0799233
85,EVA,150,-5,4,4e+09,555.94,9,1,555.223,2,OTFS (MRC),0.3739583333,0.6104166667,1,0,0,122.1323729,3,-1.724365279,18.2965,0.0233363
85,EVA,150,-5,4,4e+09,555.94,9,1,555.223,2,ODDM (LMMSE),0.284375,0.4880208333,1,0,0,106.5026738,3,-0.5348714294,73.75365,0.0850137
86,EVA,150,-5,16,4e+09,555.94,9,1,555.223,2,OTFS (MRC),0.4255208333,0.8796875,1,0,0,128.5709385,2.5,-2.175548844,20.49005,0.0256392
86,EVA,150,-5,16,4e+09,555.94,9,1,555.223,2,ODDM (LMMSE),0.4072916667,0.9067708333,1,0,0,93.08887411,4,0.6220454789,73.43005,0.0855707
87,EVA,150,0,4,4e+09,555.94,9,1,555.223,2,OTFS (MRC),0.2833333333,0.4838541667,1,0,0,105.9467665,3.5,-0.459524962,19.4615,0.0242873
87,EVA,150,0,4,4e+09,555.94,9,1,555.223,2,ODDM (LMMSE),0.1809895833,0.3276041667,1,0,0,85.05557035,4,1.409027457,79.8773,0.09324915
88,EVA,150,0,16,4e+09,555.94,9,1,555.223,2,OTFS (MRC),0.360546875,0.815625,1,0,0,103.0768663,3.5,-0.2380568278,24.0209,0.0295808
88,EVA,150,0,16,4e+09,555.94,9,1,555.223,2,ODDM (LMMSE),0.362890625,0.8885416667,1,0,0,83.48558404,4,1.56787872,78.95635,0.09364525
89,EVA,150,5,4,4e+09,555.94,9,1,555.223,2,OTFS (MRC),0.1619791667,0.2963541667,1,0,0,78.53650333,5,2.323397512,15.88225,0.0213308
89,EVA,150,5,4,4e+09,555.94,9,1,555.223,2,ODDM (LMMSE),0.075,0.1447916667,1,0,0,54.76399824,6,5.23140703,78.5262,0.09156825
90,EVA,150,5,16,4e+09,555.94,9,1,555.223,2,OTFS (MRC),0.2615885417,0.7057291667,1,0,0,74.78433426,4.5,2.587042556,17.16995,0.0220004
90,EVA,150,5,16,4e+09,555.94,9,1,555.223,2,ODDM (LMMSE),0.321875,0.8614583333,1,0,0,74.42927128,5,2.565770789,76.85075,0.08977675
91,EVA,150,10,4,4e+09,555.94,9,1,555.223,2,OTFS (MRC),0.05104166667,0.09739583333,1,0,0,39.32738097,8,9.781415255,18.8721,0.02395095
91,EVA,150,10,4,4e+09,555.94,9,1,555.223,2,ODDM (LMMSE),0.0140625,0.028125,1,0,0,23.09102758,10,12.97663304,85.3869,0.09851925
92,EVA,150,10,16,4e+09,555.94,9,1,555.223,2,OTFS (MRC),0.1518229167,0.490625,1,0,0,50.88040594,6.5,5.947396735,17.6219,0.0226578
92,EVA,150,10,16,4e+09,555.94,9,1,555.223,2,ODDM (LMMSE),0.27265625,0.8015625,1,0,0,66.61499018,5,3.529331589,80.51565,0.0947456
93,EVA,150,15,4,4e+09,555.94,9,1,555.223,2,OTFS (MRC),0.007552083333,0.01510416667,0.5,450000,0.9375,12.289901,12.5,86.0942162,14.2945,0.01916935
93,EVA,150,15,4,4e+09,555.94,9,1,555.223,2,ODDM (LMMSE),0.0015625,0.003125,0.5,449122.807,0.9356725146,5.590169944,14,89.51544993,81.1774,0.09460515
94,EVA,150,15,16,4e+09,555.94,9,1,555.223,2,OTFS (MRC),0.04596354167,0.1713541667,1,0,0,26.3807335,9.5,11.92256332,18.746,0.0236643
94,EVA,150,15,16,4e+09,555.94,9,1,555.223,2,ODDM (LMMSE),0.1388020833,0.4791666667,1,0,0,47.40256633,7,6.491393619,79.0668,0.09182225
95,EVA,150,20,4,4e+09,555.94,9,1,555.223,2,OTFS (MRC),0,0,0,900000,1.875,0,15,160,16.4049,0.02125795
95,EVA,150,20,4,4e+09,555.94,9,1,555.223,2,ODDM (LMMSE),0,0,0,898245.614,1.871345029,0,15,160,79.87135,0.0924834
96,EVA,150,20,16,4e+09,555.94,9,1,555.223,2,OTFS (MRC),0.005989583333,0.02395833333,1,0,0,7.920130753,13.5,25.47775441,14.01985,0.0190112
96,EVA,150,20,16,4e+09,555.94,9,1,555.223,2,ODDM (LMMSE),0.02734375,0.1052083333,1,0,0,20.26235854,11,14.22836705,79.70655,0.09246055
97,EVA,250,-5,4,4e+09,926.567,9,1,925.371,2,OTFS (MRC),0.3291666667,0.5494791667,1,0,0,114.5591796,3,-1.166391057,15.328,0.0200691
97,EVA,250,-5,4,4e+09,926.567,9,1,925.371,2,ODDM (LMMSE),0.2700520833,0.4661458333,1,0,0,103.9063671,3,-0.3306100536,77.72785,0.0912286
98,EVA,250,-5,16,4e+09,926.567,9,1,925.371,2,OTFS (MRC),0.4110677083,0.8651041667,1,0,0,122.5603366,2.5,-1.749235884,16.55765,0.0215656
98,EVA,250,-5,16,4e+09,926.567,9,1,925.371,2,ODDM (LMMSE),0.4048177083,0.9171875,1,0,0,91.98706009,4,0.7271747381,77.8593,0.09072085
99,EVA,250,0,4,4e+09,926.567,9,1,925.371,2,OTFS (MRC),0.2325520833,0.4041666667,1,0,0,95.59365583,3.5,0.4700373641,16.7924,0.02186385
99,EVA,250,0,4,4e+09,926.567,9,1,925.371,2,ODDM (LMMSE),0.1635416667,0.2942708333,1,0,0,80.62216069,4.5,1.898885821,78.65455,0.09119365
100,EVA,250,0,16,4e+09,926.567,9,1,925.371,2,OTFS (MRC),0.3315104167,0.7828125,1,0,0,95.25291911,3.5,0.47425778,22.60235,0.02788065
100,EVA,250,0,16,4e+09,926.567,9,1,925.371,2,ODDM (LMMSE),0.362109375,0.8911458333,1,0,0,83.29342791,4,1.592096645,80.70205,0.09434615
101,EVA,250,5,4,4e+09,926.567,9,1,925.371,2,OTFS (MRC),0.1130208333,0.2067708333,1,0,0,63.41781493,5.5,4.531113752,17.0884,0.0235796
101,EVA,250,5,4,4e+09,926.567,9,1,925.371,2,ODDM (LMMSE),0.06770833333,0.1296875,1,0,0,50.60471893,6.5,6.173811609,82.8872,0.0984218
102,EVA,250,5,16,4e+09,926.567,9,1,925.371,2,OTFS (MRC),0.2240885417,0.6395833333,1,0,0,66.46284446,5.5,3.630067222,15.04795,0.0207791
102,EVA,250,5,16,4e+09,926.567,9,1,925.371,2,ODDM (LMMSE),0.3184895833,0.8578125,1,0,0,73.84602316,5,2.635724852,80.00455,0.0924989
103,EVA,250,10,4,4e+09,926.567,9,1,925.371,2,OTFS (MRC),0.02317708333,0.04427083333,1,0,0,24.51421908,11,15.60966613,18.7849,0.02382255
103,EVA,250,10,4,4e+09,926.567,9,1,925.371,2,ODDM (LMMSE),0.01380208333,0.02604166667,1,0,0,20.53959591,10.5,15.35113202,80.4659,0.0933683
104,EVA,250,10,16,4e+09,926.567,9,1,925.371,2,OTFS (MRC),0.109765625,0.3729166667,1,0,0,42.70072745,7.5,7.542044376,21.1952,0.0268102
104,EVA,250,10,16,4e+09,926.567,9,1,925.371,2,ODDM (LMMSE),0.2544270833,0.7609375,1,0,0,64.28211168,5.5,3.853747981,79.9675,0.0927728
105,EVA,250,15,4,4e+09,926.567,9,1,925.371,2,OTFS (MRC),0.001302083333,0.002604166667,0.5,450000,0.9375,5.103103631,14,89.91135617,12.66465,0.0179616
105,EVA,250,15,4,4e+09,926.567,9,1,925.371,2,ODDM (LMMSE),0.0005208333333,0.001041666667,0.5,449122.807,0.9356725146,3.227486122,15,91.90105621,80.37735,0.09396805
106,EVA,250,15,16,4e+09,926.567,9,1,925.371,2,OTFS (MRC),0.02994791667,0.1119791667,1,0,0,20.27049946,10.5,14.73474114,18.1371,0.02438865
106,EVA,250,15,16,4e+09,926.567,9,1,925.371,2,ODDM (LMMSE),0.11640625,0.4125,1,0,0,42.95255866,7.5,7.442028772,79.42805,0.091833
107,EVA,250,20,4,4e+09,926.567,9,1,925.371,2,OTFS (MRC),0,0,0,900000,1.875,0,15,160,12.77225,0.0180883
107,EVA,250,20,4,4e+09,926.567,9,1,925.371,2,ODDM (LMMSE),0,0,0,898245.614,1.871345029,0,15,160,81.8579,0.09468715
108,EVA,250,20,16,4e+09,926.567,9,1,925.371,2,OTFS (MRC),0.003255208333,0.01302083333,0.5,900000,1.875,5.137468353,14,89.88220845,13.313,0.01848145
108,EVA,250,20,16,4e+09,926.567,9,1,925.371,2,ODDM (LMMSE),0.0140625,0.0546875,1,0,0,13.71945061,12,18.28548219,83.14265,0.0971974
109,EVA,350,-5,4,4e+09,1297.19,9,1,1295.52,2,OTFS (MRC),0.3450520833,0.5640625,1,0,0,117.2127113,3,-1.359449939,14.57585,0.02055815
109,EVA,350,-5,4,4e+09,1297.19,9,1,1295.52,2,ODDM (LMMSE),0.29921875,0.5067708333,1,0,0,109.2287241,3,-0.7529427975,82.41305,0.09670255
110,EVA,350,-5,16,4e+09,1297.19,9,1,1295.52,2,OTFS (MRC),0.4111979167,0.8645833333,1,0,0,122.117113,2.5,-1.713709025,20.0982,0.02566815
110,EVA,350,-5,16,4e+09,1297.19,9,1,1295.52,2,ODDM (LMMSE),0.40703125,0.9119791667,1,0,0,91.98120675,4,0.7271963897,79.10325,0.0922415
111,EVA,350,0,4,4e+09,1297.19,9,1,1295.52,2,OTFS (MRC),0.2486979167,0.4296875,1,0,0,98.7551843,3.5,0.1966677233,17.95135,0.02406225
111,EVA,350,0,4,4e+09,1297.19,9,1,1295.52,2,ODDM (LMMSE),0.1934895833,0.346875,1,0,0,87.3539539,3.5,1.236757246,80.77535,0.09380515
112,EVA,350,0,16,4e+09,1297.19,9,1,1295.52,2,OTFS (MRC),0.3279947917,0.790625,1,0,0,93.2352894,3.5,0.6679599324,17.5448,0.0229447
112,EVA,350,0,16,4e+09,1297.19,9,1,1295.52,2,ODDM (LMMSE),0.3638020833,0.8963541667,1,0,0,82.34502599,4,1.688143774,78.81605,0.09164215
113,EVA,350,5,4,4e+09,1297.19,9,1,1295.52,2,OTFS (MRC),0.1270833333,0.2375,1,0,0,67.71895024,5.5,3.884488394,16.76075,0.0216069
113,EVA,350,5,4,4e+09,1297.19,9,1,1295.52,2,ODDM (LMMSE),0.07473958333,0.1416666667,1,0,0,53.24722836,6,5.717110712,79.024,0.09249875
114,EVA,350,5,16,4e+09,1297.19,9,1,1295.52,2,OTFS (MRC),0.21875,0.6432291667,1,0,0,65.28290265,5.5,3.781259259,23.16085,0.0288778
114,EVA,350,5,16,4e+09,1297.19,9,1,1295.52,2,ODDM (LMMSE),0.323828125,0.8682291667,1,0,0,74.16334415,5,2.59638816,78.5611,0.09179385
115,EVA,350,10,4,4e+09,1297.19,9,1,1295.52,2,OTFS (MRC),0.0359375,0.0703125,1,0,0,31.81039115,9.5,12.31878647,15.51495,0.02101485
115,EVA,350,10,4,4e+09,1297.19,9,1,1295.52,2,ODDM (LMMSE),0.015625,0.03072916667,1,0,0,20.6080308,11.5,16.49012243,79.51185,0.0925954
116,EVA,350,10,16,4e+09,1297.19,9,1,1295.52,2,OTFS (MRC),0.1052083333,0.3609375,1,0,0,41.61019347,7.5,7.788910716,19.80095,0.02535365
116,EVA,350,10,16,4e+09,1297.19,9,1,1295.52,2,ODDM (LMMSE),0.2619791667,0.7734375,1,0,0,65.23287214,5,3.725082224,78.05215,0.0904404
117,EVA,350,15,4,4e+09,1297.19,9,1,1295.52,2,OTFS (MRC),0.003125,0.00625,0.5,450000,0.9375,7.90569415,13,88.01029996,13.47045,0.0184158
117,EVA,350,15,4,4e+09,1297.19,9,1,1295.52,2,ODDM (LMMSE),0.001302083333,0.002604166667,0.5,449122.807,0.9356725146,5.103103631,14,89.91135617,84.892,0.0983588
118,EVA,350,15,16,4e+09,1297.19,9,1,1295.52,2,OTFS (MRC),0.02356770833,0.0890625,1,0,0,18.14638025,11.5,15.58456967,18.7991,0.02401795
118,EVA,350,15,16,4e+09,1297.19,9,1,1295.52,2,ODDM (LMMSE),0.1208333333,0.41875,1,0,0,43.78441686,7.5,7.270703379,83.9244,0.0973715
119,EVA,350,20,4,4e+09,1297.19,9,1,1295.52,2,OTFS (MRC),0,0,0,900000,1.875,0,15,160,14.64675,0.02004205
119,EVA,350,20,4,4e+09,1297.19,9,1,1295.52,2,ODDM (LMMSE),0,0,0,898245.614,1.871345029,0,15,160,81.297,0.093945
120,EVA,350,20,16,4e+09,1297.19,9,1,1295.52,2,OTFS (MRC),0.003125,0.0125,0.5,900000,1.875,5.033670414,14,89.97085228,15.17345,0.02043445
120,EVA,350,20,16,4e+09,1297.19,9,1,1295.52,2,ODDM (LMMSE),0.010546875,0.0421875,1,0,0,12.25492745,12.5,18.88280279,79.4783,0.0925663
121,ETU,0,-5,4,4e+09,0,9,2,0,2,OTFS (MRC),0.3308189655,0.5495689655,1,0,0,114.7364432,3,-1.171434476,18.85065,0.02211865
121,ETU,0,-5,4,4e+09,0,9,2,0,2,ODDM (LMMSE),0.333512931,0.5474137931,1,0,0,115.1800028,3,-1.203221274,75.5776,0.0935987
122,ETU,0,-5,16,4e+09,0,9,2,0,2,OTFS (MRC),0.4073275862,0.8674568966,1,0,0,117.5711636,3,-1.398728927,23.38465,0.0260914
122,ETU,0,-5,16,4e+09,0,9,2,0,2,ODDM (LMMSE),0.41015625,0.9148706897,1,0,0,92.76662042,4,0.6533305582,77.2949,0.09503585
123,ETU,0,0,4,4e+09,0,9,2,0,2,OTFS (MRC),0.2327586207,0.4014008621,1,0,0,95.53607795,3.5,0.4847114468,21.63565,0.0243286
123,ETU,0,0,4,4e+09,0,9,2,0,2,ODDM (LMMSE),0.2246767241,0.3938577586,1,0,0,93.68581081,3.5,0.6717157127,72.82245,0.08958105
124,ETU,0,0,16,4e+09,0,9,2,0,2,OTFS (MRC),0.3221982759,0.7715517241,1,0,0,88.47895554,4,1.099315622,23.4284,0.02624045
124,ETU,0,0,16,4e+09,0,9,2,0,2,ODDM (LMMSE),0.3638200431,0.8954741379,1,0,0,82.61298706,4,1.661708693,74.8866,0.09225935
125,ETU,0,5,4,4e+09,0,9,2,0,2,OTFS (MRC),0.1177262931,0.2106681034,1,0,0,64.19228831,5.5,4.519488082,17.5453,0.0200908
125,ETU,0,5,4,4e+09,0,9,2,0,2,ODDM (LMMSE),0.1061422414,0.1923491379,1,0,0,59.76208743,6,5.380028563,75.96475,0.0931866
126,ETU,0,5,16,4e+09,0,9,2,0,2,OTFS (MRC),0.2048760776,0.6066810345,1,0,0,61.0499137,5.5,4.356851135,44.2206,0.0474252
126,ETU,0,5,16,4e+09,0,9,2,0,2,ODDM (LMMSE),0.322737069,0.8679956897,1,0,0,74.02259496,4.5,2.620778909,86.8217,0.10700945
127,ETU,0,10,4,4e+09,0,9,2,0,2,OTFS (MRC),0.03987068966,0.07489224138,1,0,0,31.32972717,10.5,14.33826555,13.2501,0.01621825
127,ETU,0,10,4,4e+09,0,9,2,0,2,ODDM (LMMSE),0.03933189655,0.07650862069,1,0,0,30.27204145,10.5,15.85833979,78.51085,0.09917575
128,ETU,0,10,16,4e+09,0,9,2,0,2,OTFS (MRC),0.1025053879,0.359375,1,0,0,40.34501834,7.5,8.088059299,24.02285,0.02705675
128,ETU,0,10,16,4e+09,0,9,2,0,2,ODDM (LMMSE),0.2716864224,0.796875,1,0,0,66.51278853,5,3.5517765,74.9549,0.09264805
129,ETU,0,15,4,4e+09,0,9,2,0,2,OTFS (MRC),0.0002693965517,0.0005387931034,0.5,435000,0.90625,2.321191727,15,93.3325899,18.2693,0.0210401
129,ETU,0,15,4,4e+09,0,9,2,0,2,ODDM (LMMSE),0.008351293103,0.01670258621,0.5,433729.3087,0.9036027264,12.92384858,12.5,85.87578143,73.0712,0.0909298
130,ETU,0,15,16,4e+09,0,9,2,0,2,OTFS (MRC),0.03448275862,0.1276939655,1,0,0,20.34309277,11,15.78607254,21.03295,0.02365395
130,ETU,0,15,16,4e+09,0,9,2,0,2,ODDM (LMMSE),0.1103178879,0.380387931,1,0,0,40.44783144,7.5,8.290693385,74.25545,0.0921782
131,ETU,0,20,4,4e+09,0,9,2,0,2,OTFS (MRC),0,0,0,870000,1.8125,0,15,160,13.01645,0.01552175
131,ETU,0,20,4,4e+09,0,9,2,0,2,ODDM (LMMSE),0.0002693965517,0.0005387931034,0.5,433729.3087,0.9036027264,2.321191727,15,93.3325899,72.08305,0.08892005
132,ETU,0,20,16,4e+09,0,9,2,0,2,OTFS (MRC),0.004040948276,0.0161637931,0.5,870000,1.8125,5.725357655,14,89.41167383,26.42095,0.0310508
132,ETU,0,20,16,4e+09,0,9,2,0,2,ODDM (LMMSE),0.009024784483,0.03609913793,0.5,867458.6173,1.807205453,8.556169818,13,87.66690609,73.4426,0.09040175
133,ETU,50,-5,4,4e+09,185.313,9,2,184.987,2,OTFS (MRC),0.3480603448,0.5619612069,1,0,0,117.7179803,3,-1.396471489,18.9899,0.023078
133,ETU,50,-5,4,4e+09,185.313,9,2,184.987,2,ODDM (LMMSE),0.3356681034,0.5711206897,1,0,0,115.725151,3,-1.257380908,74.6545,0.0924009
134,ETU,50,-5,16,4e+09,185.313,9,2,184.987,2,OTFS (MRC),0.3811961207,0.8345905172,1,0,0,109.4818198,3,-0.75578325,21.3483,0.025752
134,ETU,50,-5,16,4e+09,185.313,9,2,184.987,2,ODDM (LMMSE),0.3922413793,0.9046336207,1,0,0,88.78692814,4,1.038663365,71.26065,0.0887933
135,ETU,50,0,4,4e+09,185.313,9,2,184.987,2,OTFS (MRC),0.2510775862,0.4294181034,1,0,0,99.03393836,3.5,0.1898195453,18.1077,0.0227541
135,ETU,50,0,4,4e+09,185.313,9,2,184.987,2,ODDM (LMMSE),0.2362607759,0.4137931034,1,0,0,96.38153639,3.5,0.396067612,74.01245,0.09162075
136,ETU,50,0,16,4e+09,185.313,9,2,184.987,2,OTFS (MRC),0.2799030172,0.7279094828,1,0,0,78.14219687,4.5,2.201442593,20.65405,0.0253315
136,ETU,50,0,16,4e+09,185.313,9,2,184.987,2,ODDM (LMMSE),0.3460398707,0.8884698276,1,0,0,78.54877799,4.5,2.102827862,71.58015,0.0885644
137,ETU,50,5,4,4e+09,185.313,9,2,184.987,2,OTFS (MRC),0.1260775862,0.2306034483,1,0,0,65.96504396,5.5,4.365580027,14.9268,0.01947145
137,ETU,50,5,4,4e+09,185.313,9,2,184.987,2,ODDM (LMMSE),0.1293103448,0.2338362069,1,0,0,68.62691408,5.5,3.719286931,72.43705,0.08998855
138,ETU,50,5,16,4e+09,185.313,9,2,184.987,2,OTFS (MRC),0.1647359914,0.5371767241,1,0,0,52.89067141,6.5,5.57640289,25.0618,0.0300454
138,ETU,50,5,16,4e+09,185.313,9,2,184.987,2,ODDM (LMMSE),0.3030711207,0.849137931,1,0,0,70.74737411,5,3.00887516,74.5299,0.0928672
139,ETU,50,10,4,4e+09,185.313,9,2,184.987,2,OTFS (MRC),0.04229525862,0.07974137931,0.5,435000,0.90625,29.08444898,10.5,82.35309164,15.7771,0.01978865
139,ETU,50,10,4,4e+09,185.313,9,2,184.987,2,ODDM (LMMSE),0.04660560345,0.08728448276,1,0,0,36.04775943,9,11.33914917,74.4278,0.0923002
140,ETU,50,10,16,4e+09,185.313,9,2,184.987,2,OTFS (MRC),0.05280172414,0.1955818966,1,0,0,28.27117141,9,11.29669317,26.687,0.0309995
140,ETU,50,10,16,4e+09,185.313,9,2,184.987,2,ODDM (LMMSE),0.2140355603,0.6734913793,1,0,0,58.54547727,5.5,4.707389838,71.5076,0.08812095
141,ETU,50,15,4,4e+09,185.313,9,2,184.987,2,OTFS (MRC),0.002963362069,0.005926724138,0.5,435000,0.90625,7.698522026,13,88.12562648,13.49255,0.01928485
141,ETU,50,15,4,4e+09,185.313,9,2,184.987,2,ODDM (LMMSE),0.007543103448,0.0150862069,0.5,433729.3087,0.9036027264,12.28259211,12.5,86.09679975,73.93925,0.09077405
142,ETU,50,15,16,4e+09,185.313,9,2,184.987,2,OTFS (MRC),0.004175646552,0.01670258621,1,0,0,6.770660168,14,26.20895393,24.10725,0.0284393
142,ETU,50,15,16,4e+09,185.313,9,2,184.987,2,ODDM (LMMSE),0.04808728448,0.1804956897,1,0,0,26.22003596,9.5,12.2561208,74.2998,0.09232
143,ETU,50,20,4,4e+09,185.313,9,2,184.987,2,OTFS (MRC),0,0,0,870000,1.8125,0,15,160,16.50685,0.02136135
143,ETU,50,20,4,4e+09,185.313,9,2,184.987,2,ODDM (LMMSE),0,0,0,867458.6173,1.807205453,0,15,160,76.27505,0.09385055
144,ETU,50,20,16,4e+09,185.313,9,2,184.987,2,OTFS (MRC),0,0,0,1740000,3.625,0,15,160,13.0096,0.01867635
144,ETU,50,20,16,4e+09,185.313,9,2,184.987,2,ODDM (LMMSE),0.0001346982759,0.0005387931034,0.5,867458.6173,1.807205453,1.045302513,15,96.7972801,74.6663,0.09209525
145,ETU,150,-5,4,4e+09,555.94,9,2,554.96,2,OTFS (MRC),0.3626077586,0.6002155172,1,0,0,120.4326456,3,-1.614798235,19.3431,0.02548645
145,ETU,150,-5,4,4e+09,555.94,9,2,554.96,2,ODDM (LMMSE),0.3238146552,0.5436422414,1,0,0,113.8069085,3,-1.123180124,70.9225,0.0886623
146,ETU,150,-5,16,4e+09,555.94,9,2,554.96,2,OTFS (MRC),0.3898168103,0.8426724138,1,0,0,114.725621,2.5,-1.10353719,22.2735,0.0281196
146,ETU,150,-5,16,4e+09,555.94,9,2,554.96,2,ODDM (LMMSE),0.4051724138,0.9186422414,1,0,0,90.66710453,4,0.8652152772,74.5854,0.09200585
147,ETU,150,0,4,4e+09,555.94,9,2,554.96,2,OTFS (MRC),0.2645474138,0.46875,1,0,0,102.8529255,3,-0.2430304642,21.0251,0.0274116
147,ETU,150,0,4,4e+09,555.94,9,2,554.96,2,ODDM (LMMSE),0.2265625,0.3987068966,1,0,0,95.19108921,4,0.4286284183,73.75595,0.0920574
148,ETU,150,0,16,4e+09,555.94,9,2,554.96,2,OTFS (MRC),0.3028017241,0.7473060345,1,0,0,87.46259649,4,1.410504111,17.9611,0.0231848
148,ETU,150,0,16,4e+09,555.94,9,2,554.96,2,ODDM (LMMSE),0.3626077586,0.9014008621,1,0,0,82.17432407,4,1.725000519,73.58735,0.09104065
149,ETU,150,5,4,4e+09,555.94,9,2,554.96,2,OTFS (MRC),0.1293103448,0.2419181034,1,0,0,71.87948432,5,2.872739887,14.6541,0.0194988
149,ETU,150,5,4,4e+09,555.94,9,2,554.96,2,ODDM (LMMSE),0.1174568966,0.2139008621,1,0,0,68.54378999,5,3.280660562,74.7292,0.0932106
150,ETU,150,5,16,4e+09,555.94,9,2,554.96,2,OTFS (MRC),0.1980064655,0.5721982759,1,0,0,60.96025269,5.5,4.659653792,21.9352,0.02750955
150,ETU,150,5,16,4e+09,555.94,9,2,554.96,2,ODDM (LMMSE),0.3143857759,0.8658405172,1,0,0,73.2484633,4.5,2.723214221,72.496,0.08972225
151,ETU,150,10,4,4e+09,555.94,9,2,554.96,2,OTFS (MRC),0.02235991379,0.04471982759,1,0,0,29.7475354,8.5,10.57776008,17.5766,0.0223098
151,ETU,150,10,4,4e+09,555.94,9,2,554.96,2,ODDM (LMMSE),0.0307112069,0.05980603448,1,0,0,35.02761778,8,9.117151282,75.6913,0.0925844
152,ETU,150,10,16,4e+09,555.94,9,2,554.96,2,OTFS (MRC),0.09832974138,0.328125,1,0,0,37.79440602,8,9.270581346,18.06875,0.0233153
152,ETU,150,10,16,4e+09,555.94,9,2,554.96,2,ODDM (LMMSE),0.2311422414,0.7025862069,1,0,0,60.86292265,5.5,4.434837191,71.50235,0.08851045
153,ETU,150,15,4,4e+09,555.94,9,2,554.96,2,OTFS (MRC),0,0,0,870000,1.8125,0,15,160,16.18565,0.0215373
153,ETU,150,15,4,4e+09,555.94,9,2,554.96,2,ODDM (LMMSE),0.001346982759,0.002693965517,1,0,0,6.963575182,14,23.65487985,73.1052,0.0898709
154,ETU,150,15,16,4e+09,555.94,9,2,554.96,2,OTFS (MRC),0.03192349138,0.1163793103,1,0,0,17.10354441,11.5,21.73000019,22.78825,0.0283349
154,ETU,150,15,16,4e+09,555.94,9,2,554.96,2,ODDM (LMMSE),0.1173221983,0.3820043103,1,0,0,39.41379433,8,9.211392924,74.7605,0.09195355
155,ETU,150,20,4,4e+09,555.94,9,2,554.96,2,OTFS (MRC),0,0,0,870000,1.8125,0,15,160,16.2271,0.0212864
155,ETU,150,20,4,4e+09,555.94,9,2,554.96,2,ODDM (LMMSE),0,0,0,867458.6173,1.807205453,0,15,160,74.6165,0.0922424
156,ETU,150,20,16,4e+09,555.94,9,2,554.96,2,OTFS (MRC),0.001077586207,0.004310344828,0.5,870000,1.8125,2.95656198,15,92.28183017,18.9543,0.0248297
156,ETU,150,20,16,4e+09,555.94,9,2,554.96,2,ODDM (LMMSE),0.04391163793,0.1670258621,0.5,867458.6173,1.807205453,18.87342824,11.5,84.2311921,76.5129,0.0950578
157,ETU,250,-5,4,4e+09,926.567,9,2,924.934,2,OTFS (MRC),0.3626077586,0.5862068966,1,0,0,120.433809,3,-1.614966042,23.8118,0.029407
157,ETU,250,-5,4,4e+09,926.567,9,2,924.934,2,ODDM (LMMSE),0.3081896552,0.521012931,1,0,0,111.0159157,3,-0.9066290763,70.67085,0.0888686
158,ETU,250,-5,16,4e+09,926.567,9,2,924.934,2,OTFS (MRC),0.3973599138,0.8620689655,1,0,0,115.4687833,3,-1.204357283,18.6345,0.0238213
158,ETU,250,-5,16,4e+09,926.567,9,2,924.934,2,ODDM (LMMSE),0.3911637931,0.8987068966,1,0,0,89.02845101,4,1.020252834,74.096,0.0923454
159,ETU,250,0,4,4e+09,926.567,9,2,924.934,2,OTFS (MRC),0.2728987069,0.4719827586,1,0,0,104.4288414,3,-0.3721996209,24.49165,0.0303734
159,ETU,250,0,4,4e+09,926.567,9,2,924.934,2,ODDM (LMMSE),0.2125538793,0.3846982759,1,0,0,92.1187711,4,0.7213808408,73.00885,0.0901257
