Waveform,Environment,Speed_kmh,DelayProfile,DelaySpread,NumPaths,DopplerSpread,Modulation,Detector,SNR_dB,BER,SER,PER,EVM_percent,SINR_est_dB,CQI,Throughput_bps,SpectralEfficiency_bps_per_Hz,Runtime_sec,AvgIterations,ScenarioID,Category,FocusMode,CondID,TrialIdx,Timestamp
OTFS,Pedestrian,3,EPA,0,7,0.02369597364,4,MRC,0,0.02552083333,0.05104166667,1,31.9505,9.91045,8,0,0,0.266578,50,1,LowMobility,0,1,1,2026-08-22 18:57:16
OTFS,Pedestrian,3,EPA,0,7,0.02369597364,4,LMMSE,0,0.02604166667,0.05208333333,1,32.2749,9.82271,8,0,0,0.0152231,1,1,LowMobility,0,1,1,2026-08-22 18:57:16
ODDM,Pedestrian,3,EPA,0,7,0.02369597364,4,MMSETAP,0,0.021875,0.04375,1,29.5804,10.5799,9,0,0,0.0457283,1,1,LowMobility,0,1,1,2026-08-22 18:57:16
ODDM,Pedestrian,3,EPA,0,7,0.02369597364,4,LMMSE,0,0.02135416667,0.04270833333,1,29.2261,10.6846,9,0,0,0.0789141,1,1,LowMobility,0,1,1,2026-08-22 18:57:16
OFDM,Pedestrian,3,EPA,0,7,0.02369597364,4,MMSETAP,0,0.01875,0.0375,1,27.3861,11.2494,9,0,0,0.0308803,1,1,LowMobility,0,1,1,2026-08-22 18:57:16
OFDM,Pedestrian,3,EPA,0,7,0.02369597364,4,LMMSE,0,0.01875,0.0375,1,27.3861,11.2494,9,0,0,0.0113008,1,1,LowMobility,0,1,1,2026-08-22 18:57:16
OTFS,Pedestrian,3,EPA,0,7,0.02133777058,4,MRC,0,0.2395833333,0.4177083333,1,97.8945,0.184834,3,0,0,0.0239846,50,2,LowMobility,0,1,2,2026-08-22 18:57:16
OTFS,Pedestrian,3,EPA,0,7,0.02133777058,4,LMMSE,0,0.2401041667,0.41875,1,98.0009,0.175403,3,0,0,0.0038854,1,2,LowMobility,0,1,2,2026-08-22 18:57:16
ODDM,Pedestrian,3,EPA,0,7,0.02133777058,4,MMSETAP,0,0.2302083333,0.4010416667,1,95.9601,0.35819,4,0,0,0.0220058,1,2,LowMobility,0,1,2,2026-08-22 18:57:16
ODDM,Pedestrian,3,EPA,0,7,0.02133777058,4,LMMSE,0,0.2296875,0.3989583333,1,95.8514,0.368026,4,0,0,0.0651695,1,2,LowMobility,0,1,2,2026-08-22 18:57:16
OFDM,Pedestrian,3,EPA,0,7,0.02133777058,4,MMSETAP,0,0.2411458333,0.428125,1,98.2132,0.156602,3,0,0,0.0055639,1,2,LowMobility,0,1,2,2026-08-22 18:57:16
OFDM,Pedestrian,3,EPA,0,7,0.02133777058,4,LMMSE,0,0.240625,0.4270833333,1,98.1071,0.165993,3,0,0,0.0095498,1,2,LowMobility,0,1,2,2026-08-22 18:57:16
OTFS,Pedestrian,3,EPA,0,7,0.02369127224,4,MRC,0,0.4640625,0.6989583333,1,136.244,-2.68636,2,0,0,0.0192592,50,3,LowMobility,0,1,3,2026-08-22 18:57:16
OTFS,Pedestrian,3,EPA,0,7,0.02369127224,4,LMMSE,0,0.4703125,0.7083333333,1,137.159,-2.74447,2,0,0,0.00328,1,3,LowMobility,0,1,3,2026-08-22 18:57:16
ODDM,Pedestrian,3,EPA,0,7,0.02369127224,4,MMSETAP,0,0.4515625,0.6854166667,1,134.397,-2.56778,2,0,0,0.027299,1,3,LowMobility,0,1,3,2026-08-22 18:57:16
ODDM,Pedestrian,3,EPA,0,7,0.02369127224,4,LMMSE,0,0.4510416667,0.696875,1,134.319,-2.56277,2,0,0,0.0627641,1,3,LowMobility,0,1,3,2026-08-22 18:57:16
OFDM,Pedestrian,3,EPA,0,7,0.02369127224,4,MMSETAP,0,0.45625,0.6864583333,1,135.093,-2.61263,2,0,0,0.0102987,1,3,LowMobility,0,1,3,2026-08-22 18:57:16
OFDM,Pedestrian,3,EPA,0,7,0.02369127224,4,LMMSE,0,0.45625,0.6864583333,1,135.093,-2.61263,2,0,0,0.0082642,1,3,LowMobility,0,1,3,2026-08-22 18:57:16
OTFS,Pedestrian,3,EPA,0,7,0.02371831276,4,MRC,0,0.1453125,0.2666666667,1,76.2398,2.35637,4,0,0,0.0140579,50,4,LowMobility,0,1,4,2026-08-22 18:57:16
OTFS,Pedestrian,3,EPA,0,7,0.02371831276,4,LMMSE,0,0.1447916667,0.2645833333,1,76.103,2.37196,4,0,0,0.0025179,1,4,LowMobility,0,1,4,2026-08-22 18:57:16
ODDM,Pedestrian,3,EPA,0,7,0.02371831276,4,MMSETAP,0,0.15625,0.2885416667,1,79.0569,2.0412,4,0,0,0.0197269,1,4,LowMobility,0,1,4,2026-08-22 18:57:16
ODDM,Pedestrian,3,EPA,0,7,0.02371831276,4,LMMSE,0,0.1557291667,0.2875,1,78.9251,2.0557,4,0,0,0.0685647,1,4,LowMobility,0,1,4,2026-08-22 18:57:16
OFDM,Pedestrian,3,EPA,0,7,0.02371831276,4,MMSETAP,0,0.140625,0.2708333333,1,75,2.49877,5,0,0,0.0047297,1,4,LowMobility,0,1,4,2026-08-22 18:57:16
OFDM,Pedestrian,3,EPA,0,7,0.02371831276,4,LMMSE,0,0.140625,0.2708333333,1,75,2.49877,5,0,0,0.006557,1,4,LowMobility,0,1,4,2026-08-22 18:57:16
OTFS,Pedestrian,3,EPA,0,7,0.02371545495,4,MRC,0,0.1994791667,0.3635416667,1,89.3262,0.980425,4,0,0,0.0160599,50,5,LowMobility,0,1,5,2026-08-22 18:57:16
OTFS,Pedestrian,3,EPA,0,7,0.02371545495,4,LMMSE,0,0.2005208333,0.365625,1,89.5591,0.957805,4,0,0,0.0055129,1,5,LowMobility,0,1,5,2026-08-22 18:57:16
ODDM,Pedestrian,3,EPA,0,7,0.02371545495,4,MMSETAP,0,0.1927083333,0.34375,1,87.7971,1.1304,4,0,0,0.0197037,1,5,LowMobility,0,1,5,2026-08-22 18:57:16
ODDM,Pedestrian,3,EPA,0,7,0.02371545495,4,LMMSE,0,0.1927083333,0.34375,1,87.7971,1.1304,4,0,0,0.0632894,1,5,LowMobility,0,1,5,2026-08-22 18:57:16
OFDM,Pedestrian,3,EPA,0,7,0.02371545495,4,MMSETAP,0,0.1921875,0.35,1,87.6784,1.14215,4,0,0,0.0045773,1,5,LowMobility,0,1,5,2026-08-22 18:57:16
OFDM,Pedestrian,3,EPA,0,7,0.02371545495,4,LMMSE,0,0.1921875,0.35,1,87.6784,1.14215,4,0,0,0.0062993,1,5,LowMobility,0,1,5,2026-08-22 18:57:16
OTFS,Pedestrian,3,EPA,0,7,0.02339201161,4,MRC,5,0.4026041667,0.6333333333,1,126.902,-2.06938,3,0,0,0.0127606,50,6,LowMobility,0,2,1,2026-08-22 18:57:16
OTFS,Pedestrian,3,EPA,0,7,0.02339201161,4,LMMSE,5,0.3973958333,0.63125,1,126.079,-2.01283,3,0,0,0.0025923,1,6,LowMobility,0,2,1,2026-08-22 18:57:16
ODDM,Pedestrian,3,EPA,0,7,0.02339201161,4,MMSETAP,5,0.4067708333,0.6447916667,1,127.557,-2.1141,3,0,0,0.0183704,1,6,LowMobility,0,2,1,2026-08-22 18:57:17
ODDM,Pedestrian,3,EPA,0,7,0.02339201161,4,LMMSE,5,0.409375,0.6510416667,1,127.965,-2.14181,3,0,0,0.0620012,1,6,LowMobility,0,2,1,2026-08-22 18:57:17
OFDM,Pedestrian,3,EPA,0,7,0.02339201161,4,MMSETAP,5,0.4015625,0.6333333333,1,126.738,-2.05813,3,0,0,0.0043551,1,6,LowMobility,0,2,1,2026-08-22 18:57:17
OFDM,Pedestrian,3,EPA,0,7,0.02339201161,4,LMMSE,5,0.4015625,0.6333333333,1,126.738,-2.05813,3,0,0,0.0057608,1,6,LowMobility,0,2,1,2026-08-22 18:57:17
OTFS,Pedestrian,3,EPA,0,7,0.02315506167,4,MRC,5,0.2286458333,0.3958333333,1,95.6339,0.387767,4,0,0,0.0122851,50,7,LowMobility,0,2,2,2026-08-22 18:57:17
OTFS,Pedestrian,3,EPA,0,7,0.02315506167,4,LMMSE,5,0.2328125,0.40625,1,96.5013,0.309337,4,0,0,0.0034165,1,7,LowMobility,0,2,2,2026-08-22 18:57:17
ODDM,Pedestrian,3,EPA,0,7,0.02315506167,4,MMSETAP,5,0.2276041667,0.4125,1,95.4158,0.407598,4,0,0,0.0342313,1,7,LowMobility,0,2,2,2026-08-22 18:57:17
ODDM,Pedestrian,3,EPA,0,7,0.02315506167,4,LMMSE,5,0.2354166667,0.4270833333,1,97.0395,0.261028,4,0,0,0.0619741,1,7,LowMobility,0,2,2,2026-08-22 18:57:17
OFDM,Pedestrian,3,EPA,0,7,0.02315506167,4,MMSETAP,5,0.234375,0.409375,1,96.8246,0.280287,4,0,0,0.0036726,1,7,LowMobility,0,2,2,2026-08-22 18:57:17
OFDM,Pedestrian,3,EPA,0,7,0.02315506167,4,LMMSE,5,0.234375,0.409375,1,96.8246,0.280287,4,0,0,0.0049597,1,7,LowMobility,0,2,2,2026-08-22 18:57:17
OTFS,Pedestrian,3,EPA,0,7,0.02364052654,4,MRC,5,0.1348958333,0.253125,1,73.4563,2.67941,5,0,0,0.0118558,50,8,LowMobility,0,2,3,2026-08-22 18:57:17
OTFS,Pedestrian,3,EPA,0,7,0.02364052654,4,LMMSE,5,0.1333333333,0.25,1,73.0297,2.73001,5,0,0,0.0029292,1,8,LowMobility,0,2,3,2026-08-22 18:57:17
ODDM,Pedestrian,3,EPA,0,7,0.02364052654,4,MMSETAP,5,0.1473958333,0.2666666667,1,76.7843,2.29455,4,0,0,0.0203552,1,8,LowMobility,0,2,3,2026-08-22 18:57:17
ODDM,Pedestrian,3,EPA,0,7,0.02364052654,4,LMMSE,5,0.15,0.271875,1,77.4597,2.21849,4,0,0,0.061838,1,8,LowMobility,0,2,3,2026-08-22 18:57:17
OFDM,Pedestrian,3,EPA,0,7,0.02364052654,4,MMSETAP,5,0.1348958333,0.2489583333,1,73.4563,2.67941,5,0,0,0.0049563,1,8,LowMobility,0,2,3,2026-08-22 18:57:17
OFDM,Pedestrian,3,EPA,0,7,0.02364052654,4,LMMSE,5,0.1354166667,0.25,1,73.598,2.66268,5,0,0,0.0061395,1,8,LowMobility,0,2,3,2026-08-22 18:57:17
OTFS,Pedestrian,3,EPA,0,7,0.02360890699,4,MRC,5,0.3135416667,0.5322916667,1,111.99,-0.983553,3,0,0,0.0103095,50,9,LowMobility,0,2,4,2026-08-22 18:57:17
OTFS,Pedestrian,3,EPA,0,7,0.02360890699,4,LMMSE,5,0.3119791667,0.525,1,111.71,-0.961856,3,0,0,0.0025342,1,9,LowMobility,0,2,4,2026-08-22 18:57:17
ODDM,Pedestrian,3,EPA,0,7,0.02360890699,4,MMSETAP,5,0.3286458333,0.55,1,114.655,-1.18788,3,0,0,0.0183164,1,9,LowMobility,0,2,4,2026-08-22 18:57:17
ODDM,Pedestrian,3,EPA,0,7,0.02360890699,4,LMMSE,5,0.3302083333,0.55,1,114.928,-1.20848,3,0,0,0.0632642,1,9,LowMobility,0,2,4,2026-08-22 18:57:17
OFDM,Pedestrian,3,EPA,0,7,0.02360890699,4,MMSETAP,5,0.3369791667,0.5625,1,116.1,-1.29663,3,0,0,0.0038273,1,9,LowMobility,0,2,4,2026-08-22 18:57:17
OFDM,Pedestrian,3,EPA,0,7,0.02360890699,4,LMMSE,5,0.3375,0.5635416667,1,116.19,-1.30334,3,0,0,0.0048479,1,9,LowMobility,0,2,4,2026-08-22 18:57:17
OTFS,Pedestrian,3,EPA,0,7,0.02325115808,4,MRC,5,0.1140625,0.2145833333,1,67.5463,3.40797,5,0,0,0.0117241,50,10,LowMobility,0,2,5,2026-08-22 18:57:17
OTFS,Pedestrian,3,EPA,0,7,0.02325115808,4,LMMSE,5,0.1130208333,0.2135416667,1,67.2371,3.44782,5,0,0,0.0024267,1,10,LowMobility,0,2,5,2026-08-22 18:57:17
ODDM,Pedestrian,3,EPA,0,7,0.02325115808,4,MMSETAP,5,0.1125,0.2104166667,1,67.082,3.46787,5,0,0,0.0199224,1,10,LowMobility,0,2,5,2026-08-22 18:57:17
ODDM,Pedestrian,3,EPA,0,7,0.02325115808,4,LMMSE,5,0.1140625,0.2125,1,67.5463,3.40797,5,0,0,0.0620234,1,10,LowMobility,0,2,5,2026-08-22 18:57:17
OFDM,Pedestrian,3,EPA,0,7,0.02325115808,4,MMSETAP,5,0.13125,0.24375,1,72.4569,2.79841,5,0,0,0.0035946,1,10,LowMobility,0,2,5,2026-08-22 18:57:17
OFDM,Pedestrian,3,EPA,0,7,0.02325115808,4,LMMSE,5,0.13125,0.24375,1,72.4569,2.79841,5,0,0,0.0057284,1,10,LowMobility,0,2,5,2026-08-22 18:57:17
OTFS,Pedestrian,3,EPA,0,7,0.02314354384,4,MRC,10,0.01927083333,0.03854166667,1,27.7639,11.1304,9,0,0,0.0122431,50,11,LowMobility,0,3,1,2026-08-22 18:57:17
OTFS,Pedestrian,3,EPA,0,7,0.02314354384,4,LMMSE,10,0.01979166667,0.03958333333,1,28.1366,11.0146,9,0,0,0.0025957,1,11,LowMobility,0,3,1,2026-08-22 18:57:17
ODDM,Pedestrian,3,EPA,0,7,0.02314354384,4,MMSETAP,10,0.02135416667,0.04270833333,1,29.2261,10.6846,9,0,0,0.0180219,1,11,LowMobility,0,3,1,2026-08-22 18:57:17
ODDM,Pedestrian,3,EPA,0,7,0.02314354384,4,LMMSE,10,0.0203125,0.040625,1,28.5044,10.9018,9,0,0,0.0641455,1,11,LowMobility,0,3,1,2026-08-22 18:57:17
OFDM,Pedestrian,3,EPA,0,7,0.02314354384,4,MMSETAP,10,0.01770833333,0.03333333333,1,26.6145,11.4976,9,0,0,0.0037077,1,11,LowMobility,0,3,1,2026-08-22 18:57:17
OFDM,Pedestrian,3,EPA,0,7,0.02314354384,4,LMMSE,10,0.01770833333,0.03333333333,1,26.6145,11.4976,9,0,0,0.0059305,1,11,LowMobility,0,3,1,2026-08-22 18:57:17
OTFS,Pedestrian,3,EPA,0,7,0.02228561729,4,MRC,10,0,0,0,0,160,15,900000,1.875,0.0108498,50,12,LowMobility,0,3,2,2026-08-22 18:57:17
OTFS,Pedestrian,3,EPA,0,7,0.02228561729,4,LMMSE,10,0,0,0,0,160,15,900000,1.875,0.0027579,1,12,LowMobility,0,3,2,2026-08-22 18:57:17
ODDM,Pedestrian,3,EPA,0,7,0.02228561729,4,MMSETAP,10,0,0,0,0,160,15,898246,1.87135,0.0217816,1,12,LowMobility,0,3,2,2026-08-22 18:57:17
ODDM,Pedestrian,3,EPA,0,7,0.02228561729,4,LMMSE,10,0,0,0,0,160,15,898246,1.87135,0.0647625,1,12,LowMobility,0,3,2,2026-08-22 18:57:17
OFDM,Pedestrian,3,EPA,0,7,0.02228561729,4,MMSETAP,10,0,0,0,0,160,15,898246,1.87135,0.0052684,1,12,LowMobility,0,3,2,2026-08-22 18:57:17
OFDM,Pedestrian,3,EPA,0,7,0.02228561729,4,LMMSE,10,0,0,0,0,160,15,898246,1.87135,0.0067073,1,12,LowMobility,0,3,2,2026-08-22 18:57:17
OTFS,Pedestrian,3,EPA,0,7,0.02197255601,4,MRC,10,0.1567708333,0.2927083333,1,79.1886,2.02675,4,0,0,0.0121436,50,13,LowMobility,0,3,3,2026-08-22 18:57:17
OTFS,Pedestrian,3,EPA,0,7,0.02197255601,4,LMMSE,10,0.1578125,0.2947916667,1,79.4512,1.99799,4,0,0,0.0029854,1,13,LowMobility,0,3,3,2026-08-22 18:57:17
ODDM,Pedestrian,3,EPA,0,7,0.02197255601,4,MMSETAP,10,0.1682291667,0.3,1,82.0315,1.72039,4,0,0,0.0178638,1,13,LowMobility,0,3,3,2026-08-22 18:57:17
ODDM,Pedestrian,3,EPA,0,7,0.02197255601,4,LMMSE,10,0.1671875,0.296875,1,81.7771,1.74736,4,0,0,0.0616671,1,13,LowMobility,0,3,3,2026-08-22 18:57:17
OFDM,Pedestrian,3,EPA,0,7,0.02197255601,4,MMSETAP,10,0.15625,0.2947916667,1,79.0569,2.0412,4,0,0,0.0037989,1,13,LowMobility,0,3,3,2026-08-22 18:57:17
OFDM,Pedestrian,3,EPA,0,7,0.02197255601,4,LMMSE,10,0.1557291667,0.29375,1,78.9251,2.0557,4,0,0,0.0089951,1,13,LowMobility,0,3,3,2026-08-22 18:57:17
OTFS,Pedestrian,3,EPA,0,7,0.02331291049,4,MRC,10,0.02552083333,0.05104166667,1,31.9505,9.91045,8,0,0,0.0112242,50,14,LowMobility,0,3,4,2026-08-22 18:57:17
OTFS,Pedestrian,3,EPA,0,7,0.02331291049,4,LMMSE,10,0.025,0.05,1,31.6228,10,8,0,0,0.0032373,1,14,LowMobility,0,3,4,2026-08-22 18:57:17
ODDM,Pedestrian,3,EPA,0,7,0.02331291049,4,MMSETAP,10,0.03072916667,0.06041666667,1,35.0595,9.10389,8,0,0,0.0208653,1,14,LowMobility,0,3,4,2026-08-22 18:57:17
ODDM,Pedestrian,3,EPA,0,7,0.02331291049,4,LMMSE,10,0.03125,0.06145833333,1,35.3553,9.0309,8,0,0,0.074246,1,14,LowMobility,0,3,4,2026-08-22 18:57:17
OFDM,Pedestrian,3,EPA,0,7,0.02331291049,4,MMSETAP,10,0.0375,0.07395833333,1,38.7298,8.23909,8,0,0,0.0043471,1,14,LowMobility,0,3,4,2026-08-22 18:57:17
OFDM,Pedestrian,3,EPA,0,7,0.02331291049,4,LMMSE,10,0.0375,0.07395833333,1,38.7298,8.23909,8,0,0,0.0074976,1,14,LowMobility,0,3,4,2026-08-22 18:57:17
OTFS,Pedestrian,3,EPA,0,7,0.02365411348,4,MRC,10,0.2385416667,0.4114583333,1,97.6815,0.203758,4,0,0,0.0115907,50,15,LowMobility,0,3,5,2026-08-22 18:57:18
OTFS,Pedestrian,3,EPA,0,7,0.02365411348,4,LMMSE,10,0.2328125,0.4072916667,1,96.5013,0.309337,4,0,0,0.0027311,1,15,LowMobility,0,3,5,2026-08-22 18:57:18
ODDM,Pedestrian,3,EPA,0,7,0.02365411348,4,MMSETAP,10,0.228125,0.4072916667,1,95.5249,0.397671,4,0,0,0.0192046,1,15,LowMobility,0,3,5,2026-08-22 18:57:18
ODDM,Pedestrian,3,EPA,0,7,0.02365411348,4,LMMSE,10,0.2276041667,0.4052083333,1,95.4158,0.407598,4,0,0,0.0630385,1,15,LowMobility,0,3,5,2026-08-22 18:57:18
OFDM,Pedestrian,3,EPA,0,7,0.02365411348,4,MMSETAP,10,0.2291666667,0.4052083333,1,95.7427,0.377886,4,0,0,0.0058825,1,15,LowMobility,0,3,5,2026-08-22 18:57:18
OFDM,Pedestrian,3,EPA,0,7,0.02365411348,4,LMMSE,10,0.2296875,0.40625,1,95.8514,0.368026,4,0,0,0.0103252,1,15,LowMobility,0,3,5,2026-08-22 18:57:18
OTFS,Pedestrian,3,EPA,0,7,0.02091940955,4,MRC,15,0,0,0,0,160,15,900000,1.875,0.0164272,50,16,LowMobility,0,4,1,2026-08-22 18:57:18
OTFS,Pedestrian,3,EPA,0,7,0.02091940955,4,LMMSE,15,0,0,0,0,160,15,900000,1.875,0.0030098,1,16,LowMobility,0,4,1,2026-08-22 18:57:18
ODDM,Pedestrian,3,EPA,0,7,0.02091940955,4,MMSETAP,15,0,0,0,0,160,15,898246,1.87135,0.0247874,1,16,LowMobility,0,4,1,2026-08-22 18:57:18
ODDM,Pedestrian,3,EPA,0,7,0.02091940955,4,LMMSE,15,0,0,0,0,160,15,898246,1.87135,0.073897,1,16,LowMobility,0,4,1,2026-08-22 18:57:18
OFDM,Pedestrian,3,EPA,0,7,0.02091940955,4,MMSETAP,15,0,0,0,0,160,15,898246,1.87135,0.0075168,1,16,LowMobility,0,4,1,2026-08-22 18:57:18
OFDM,Pedestrian,3,EPA,0,7,0.02091940955,4,LMMSE,15,0,0,0,0,160,15,898246,1.87135,0.0084475,1,16,LowMobility,0,4,1,2026-08-22 18:57:18
OTFS,Pedestrian,3,EPA,0,7,0.0237179717,4,MRC,15,0,0,0,0,160,15,900000,1.875,0.0223253,50,17,LowMobility,0,4,2,2026-08-22 18:57:18
OTFS,Pedestrian,3,EPA,0,7,0.0237179717,4,LMMSE,15,0,0,0,0,160,15,900000,1.875,0.0025925,1,17,LowMobility,0,4,2,2026-08-22 18:57:18
ODDM,Pedestrian,3,EPA,0,7,0.0237179717,4,MMSETAP,15,0,0,0,0,160,15,898246,1.87135,0.0356835,1,17,LowMobility,0,4,2,2026-08-22 18:57:18
ODDM,Pedestrian,3,EPA,0,7,0.0237179717,4,LMMSE,15,0,0,0,0,160,15,898246,1.87135,0.0700668,1,17,LowMobility,0,4,2,2026-08-22 18:57:18
OFDM,Pedestrian,3,EPA,0,7,0.0237179717,4,MMSETAP,15,0,0,0,0,160,15,898246,1.87135,0.0058226,1,17,LowMobility,0,4,2,2026-08-22 18:57:18
OFDM,Pedestrian,3,EPA,0,7,0.0237179717,4,LMMSE,15,0,0,0,0,160,15,898246,1.87135,0.0072086,1,17,LowMobility,0,4,2,2026-08-22 18:57:18
OTFS,Pedestrian,3,EPA,0,7,0.02330102551,4,MRC,15,0,0,0,0,160,15,900000,1.875,0.019311,50,18,LowMobility,0,4,3,2026-08-22 18:57:18
OTFS,Pedestrian,3,EPA,0,7,0.02330102551,4,LMMSE,15,0,0,0,0,160,15,900000,1.875,0.0035246,1,18,LowMobility,0,4,3,2026-08-22 18:57:18
ODDM,Pedestrian,3,EPA,0,7,0.02330102551,4,MMSETAP,15,0,0,0,0,160,15,898246,1.87135,0.0195975,1,18,LowMobility,0,4,3,2026-08-22 18:57:18
ODDM,Pedestrian,3,EPA,0,7,0.02330102551,4,LMMSE,15,0,0,0,0,160,15,898246,1.87135,0.0740782,1,18,LowMobility,0,4,3,2026-08-22 18:57:18
OFDM,Pedestrian,3,EPA,0,7,0.02330102551,4,MMSETAP,15,0,0,0,0,160,15,898246,1.87135,0.0048298,1,18,LowMobility,0,4,3,2026-08-22 18:57:18
OFDM,Pedestrian,3,EPA,0,7,0.02330102551,4,LMMSE,15,0,0,0,0,160,15,898246,1.87135,0.0073776,1,18,LowMobility,0,4,3,2026-08-22 18:57:18
OTFS,Pedestrian,3,EPA,0,7,0.02371714818,4,MRC,15,0,0,0,0,160,15,900000,1.875,0.0143375,50,19,LowMobility,0,4,4,2026-08-22 18:57:18
OTFS,Pedestrian,3,EPA,0,7,0.02371714818,4,LMMSE,15,0,0,0,0,160,15,900000,1.875,0.002736,1,19,LowMobility,0,4,4,2026-08-22 18:57:18
ODDM,Pedestrian,3,EPA,0,7,0.02371714818,4,MMSETAP,15,0,0,0,0,160,15,898246,1.87135,0.0364685,1,19,LowMobility,0,4,4,2026-08-22 18:57:18
ODDM,Pedestrian,3,EPA,0,7,0.02371714818,4,LMMSE,15,0,0,0,0,160,15,898246,1.87135,0.0709881,1,19,LowMobility,0,4,4,2026-08-22 18:57:18
OFDM,Pedestrian,3,EPA,0,7,0.02371714818,4,MMSETAP,15,0,0,0,0,160,15,898246,1.87135,0.0046078,1,19,LowMobility,0,4,4,2026-08-22 18:57:18
OFDM,Pedestrian,3,EPA,0,7,0.02371714818,4,LMMSE,15,0,0,0,0,160,15,898246,1.87135,0.005955,1,19,LowMobility,0,4,4,2026-08-22 18:57:18
OTFS,Pedestrian,3,EPA,0,7,0.02357098541,4,MRC,15,0.0005208333333,0.001041666667,1,4.56435,26.8124,15,0,0,0.0117851,50,20,LowMobility,0,4,5,2026-08-22 18:57:18
OTFS,Pedestrian,3,EPA,0,7,0.02357098541,4,LMMSE,15,0.0005208333333,0.001041666667,1,4.56435,26.8124,15,0,0,0.0024859,1,20,LowMobility,0,4,5,2026-08-22 18:57:18
ODDM,Pedestrian,3,EPA,0,7,0.02357098541,4,MMSETAP,15,0.0015625,0.003125,1,7.90569,22.0412,14,0,0,0.0186164,1,20,LowMobility,0,4,5,2026-08-22 18:57:18
ODDM,Pedestrian,3,EPA,0,7,0.02357098541,4,LMMSE,15,0.001041666667,0.002083333333,1,6.45497,23.8021,15,0,0,0.0650554,1,20,LowMobility,0,4,5,2026-08-22 18:57:18
OFDM,Pedestrian,3,EPA,0,7,0.02357098541,4,MMSETAP,15,0.0015625,0.003125,1,7.90569,22.0412,14,0,0,0.0042472,1,20,LowMobility,0,4,5,2026-08-22 18:57:18
OFDM,Pedestrian,3,EPA,0,7,0.02357098541,4,LMMSE,15,0.001041666667,0.002083333333,1,6.45497,23.8021,15,0,0,0.0052546,1,20,LowMobility,0,4,5,2026-08-22 18:57:18
OTFS,Pedestrian,3,EPA,0,7,0.02372010956,4,MRC,20,0,0,0,0,160,15,900000,1.875,0.009788,50,21,LowMobility,0,5,1,2026-08-22 18:57:18
OTFS,Pedestrian,3,EPA,0,7,0.02372010956,4,LMMSE,20,0,0,0,0,160,15,900000,1.875,0.0024893,1,21,LowMobility,0,5,1,2026-08-22 18:57:18
ODDM,Pedestrian,3,EPA,0,7,0.02372010956,4,MMSETAP,20,0.0005208333333,0.001041666667,1,4.56435,26.8124,15,0,0,0.0193492,1,21,LowMobility,0,5,1,2026-08-22 18:57:18
ODDM,Pedestrian,3,EPA,0,7,0.02372010956,4,LMMSE,20,0,0,0,0,160,15,898246,1.87135,0.061283,1,21,LowMobility,0,5,1,2026-08-22 18:57:18
OFDM,Pedestrian,3,EPA,0,7,0.02372010956,4,MMSETAP,20,0,0,0,0,160,15,898246,1.87135,0.004291,1,21,LowMobility,0,5,1,2026-08-22 18:57:18
OFDM,Pedestrian,3,EPA,0,7,0.02372010956,4,LMMSE,20,0,0,0,0,160,15,898246,1.87135,0.0050709,1,21,LowMobility,0,5,1,2026-08-22 18:57:18
OTFS,Pedestrian,3,EPA,0,7,0.02068006384,4,MRC,20,0,0,0,0,160,15,900000,1.875,0.011631,50,22,LowMobility,0,5,2,2026-08-22 18:57:18
OTFS,Pedestrian,3,EPA,0,7,0.02068006384,4,LMMSE,20,0,0,0,0,160,15,900000,1.875,0.0024348,1,22,LowMobility,0,5,2,2026-08-22 18:57:18
ODDM,Pedestrian,3,EPA,0,7,0.02068006384,4,MMSETAP,20,0,0,0,0,160,15,898246,1.87135,0.0175375,1,22,LowMobility,0,5,2,2026-08-22 18:57:18
ODDM,Pedestrian,3,EPA,0,7,0.02068006384,4,LMMSE,20,0,0,0,0,160,15,898246,1.87135,0.0609813,1,22,LowMobility,0,5,2,2026-08-22 18:57:18
OFDM,Pedestrian,3,EPA,0,7,0.02068006384,4,MMSETAP,20,0,0,0,0,160,15,898246,1.87135,0.0037847,1,22,LowMobility,0,5,2,2026-08-22 18:57:18
OFDM,Pedestrian,3,EPA,0,7,0.02068006384,4,LMMSE,20,0,0,0,0,160,15,898246,1.87135,0.0049313,1,22,LowMobility,0,5,2,2026-08-22 18:57:18
OTFS,Pedestrian,3,EPA,0,7,0.02265366561,4,MRC,20,0,0,0,0,160,15,900000,1.875,0.0126882,50,23,LowMobility,0,5,3,2026-08-22 18:57:18
OTFS,Pedestrian,3,EPA,0,7,0.02265366561,4,LMMSE,20,0,0,0,0,160,15,900000,1.875,0.0024767,1,23,LowMobility,0,5,3,2026-08-22 18:57:19
ODDM,Pedestrian,3,EPA,0,7,0.02265366561,4,MMSETAP,20,0,0,0,0,160,15,898246,1.87135,0.0175988,1,23,LowMobility,0,5,3,2026-08-22 18:57:19
ODDM,Pedestrian,3,EPA,0,7,0.02265366561,4,LMMSE,20,0,0,0,0,160,15,898246,1.87135,0.0624953,1,23,LowMobility,0,5,3,2026-08-22 18:57:19
OFDM,Pedestrian,3,EPA,0,7,0.02265366561,4,MMSETAP,20,0,0,0,0,160,15,898246,1.87135,0.0037166,1,23,LowMobility,0,5,3,2026-08-22 18:57:19
